Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24-09-2025 10:38:32
Collection Length (seconds):, 5.8185
 Hamstrings left (85586), , TibilaisÂ Anterior right (85650), ,  Rectus Femoris left (85878), ,  Rectus Femoris right (85844), ,  Hamstrings right (85641), ,  Gastrocnemius right (85873), ,  Gastrocnemius left (85904), , TibilaisÂ Anterior left (85605)
sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
2.118569, -0.0031891, 2.118569, 0.0721752, 2.118569, -0.0518654, 2.118569, 0.0246738, 2.118569, -0.0256809, 2.118569, -0.0031891, 2.118569, -0.0068818, 2.118569, -0.0240024, , , , , , , , , , , , , , , , , , , , , , 
2.1190345, -0.002182, 2.1190345, 0.018967, 2.1190345, -0.043473, 2.1190345, 0.0332341, 2.1190345, -0.0248417, 2.1190345, -0.0045319, 2.1190345, -0.0693217, 2.1190345, -0.0280308, , , , , , , , , , , , , , , , , , , , , , 
2.1195, 0.0003357, 2.1195, 0.0595865, 2.1195, -0.0307164, 2.1195, 0.0387732, 2.1195, -0.0246738, 2.1195, -0.005539, 2.1195, -0.1205158, 2.1195, -0.0256809, , , , , , , , , , , , , , , , , , , , , , 
2.1199655, 0.0052033, 2.1199655, 0.1263905, 2.1199655, -0.0179599, 2.1199655, 0.0431373, 2.1199655, -0.0243381, 2.1199655, -0.0048676, 2.1199655, -0.1320974, 2.1199655, -0.0154421, , , , , , , , , , , , , , , , , , , , , , 
2.120431, 0.011078, 2.120431, 0.1475395, 2.120431, -0.0119173, 2.120431, 0.0468299, 2.120431, -0.0243381, 2.120431, -0.0045319, 2.120431, -0.1099413, 2.120431, -0.0035248, , , , , , , , , , , , , , , , , , , , , , 
2.1208966, 0.0159457, 2.1208966, 0.126894, 2.1208966, -0.0119173, 2.1208966, 0.0506905, 2.1208966, -0.024506, 2.1208966, -0.0052033, 2.1208966, -0.0961776, 2.1208966, 0.002182, , , , , , , , , , , , , , , , , , , , , , 
2.1213621, 0.0213169, 2.1213621, 0.0850996, 2.1213621, -0.0129244, 2.1213621, 0.0528725, 2.1213621, -0.0256809, 2.1213621, -0.0052033, 2.1213621, -0.10692, 2.1213621, -0.0001678, , , , , , , , , , , , , , , , , , , , , , 
2.1218276, 0.0273594, 2.1218276, 0.0397803, 2.1218276, -0.0102388, 2.1218276, 0.0532082, 2.1218276, -0.0270237, 2.1218276, -0.005539, 2.1218276, -0.1166552, 2.1218276, -0.003357, , , , , , , , , , , , , , , , , , , , , , 
2.1222931, 0.0313878, 2.1222931, 0.0522011, 2.1222931, -0.002182, 2.1222931, 0.0528725, 2.1222931, -0.0258488, 2.1222931, -0.0068818, 2.1222931, -0.112459, 2.1222931, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
2.1227586, 0.0310521, 2.1227586, 0.1238727, 2.1227586, 0.0052033, 2.1227586, 0.0525368, 2.1227586, -0.0243381, 2.1227586, -0.0072175, 2.1227586, -0.1139696, 2.1227586, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
2.1232241, 0.0238346, 2.1232241, 0.1663386, 2.1232241, 0.0102388, 2.1232241, 0.0535439, 2.1232241, -0.0236667, 2.1232241, -0.0035248, 2.1232241, -0.1237049, 2.1232241, -0.0213169, , , , , , , , , , , , , , , , , , , , , , 
2.1236897, 0.0129244, 2.1236897, 0.1327687, 2.1236897, 0.0139315, 2.1236897, 0.0528725, 2.1236897, -0.024506, 2.1236897, 0.0038605, 2.1236897, -0.1310903, 2.1236897, -0.0236667, , , , , , , , , , , , , , , , , , , , , , 
2.1241552, -0.0001678, 2.1241552, 0.0767071, 2.1241552, 0.0176242, 2.1241552, 0.0515297, 2.1241552, -0.0253452, 2.1241552, 0.0105745, 2.1241552, -0.1320974, 2.1241552, -0.0250095, , , , , , , , , , , , , , , , , , , , , , 
2.1246207, -0.0104067, 2.1246207, 0.0532082, 2.1246207, 0.0213169, 2.1246207, 0.0506905, 2.1246207, -0.0256809, 2.1246207, 0.0135958, 2.1246207, -0.1414969, 2.1246207, -0.0285344, , , , , , , , , , , , , , , , , , , , , , 
2.1250862, -0.0109102, 2.1250862, 0.0515297, 2.1250862, 0.0246738, 2.1250862, 0.047837, 2.1250862, -0.0250095, 2.1250862, 0.0139315, 2.1250862, -0.1634852, 2.1250862, -0.033402, , , , , , , , , , , , , , , , , , , , , , 
2.1255517, -0.0052033, 2.1255517, 0.0407874, 2.1255517, 0.0271916, 2.1255517, 0.0414588, 2.1255517, -0.0250095, 2.1255517, 0.011078, 2.1255517, -0.178088, 2.1255517, -0.0332341, , , , , , , , , , , , , , , , , , , , , , 
2.1260172, 0.0001678, 2.1260172, 0.0146029, 2.1260172, 0.0270237, 2.1260172, 0.0347448, 2.1260172, -0.0276951, 2.1260172, 0.0052033, 2.1260172, -0.1686885, 2.1260172, -0.0243381, , , , , , , , , , , , , , , , , , , , , , 
2.1264828, 0.0010071, 2.1264828, -0.0290379, 2.1264828, 0.024506, 2.1264828, 0.0310521, 2.1264828, -0.0297093, 2.1264828, -0.0001678, 2.1264828, -0.1470359, 2.1264828, -0.0102388, , , , , , , , , , , , , , , , , , , , , , 
2.1269483, -0.0026856, 2.1269483, -0.0961776, 2.1269483, 0.0223239, 2.1269483, 0.0307164, 2.1269483, -0.0283665, 2.1269483, -0.0035248, 2.1269483, -0.1277333, 2.1269483, -0.0028534, , , , , , , , , , , , , , , , , , , , , , 
2.1274138, -0.0109102, 2.1274138, -0.1777523, 2.1274138, 0.0196384, 2.1274138, 0.0293736, 2.1274138, -0.026688, 2.1274138, -0.0058747, 2.1274138, -0.1022202, 2.1274138, -0.0035248, , , , , , , , , , , , , , , , , , , , , , 
2.1278793, -0.0218204, 2.1278793, -0.2032654, 2.1278793, 0.0149386, 2.1278793, 0.0287022, 2.1278793, -0.0256809, 2.1278793, -0.0083925, 2.1278793, -0.072343, 2.1278793, -0.0028534, , , , , , , , , , , , , , , , , , , , , , 
2.1283448, -0.0263523, 2.1283448, -0.0931563, 2.1283448, 0.0115816, 2.1283448, 0.0280308, 2.1283448, -0.0256809, 2.1283448, -0.0095674, 2.1283448, -0.0491798, 2.1283448, -0.0015106, , , , , , , , , , , , , , , , , , , , , , 
2.1288103, -0.0206455, 2.1288103, 0.0693217, 2.1288103, 0.0104067, 2.1288103, 0.0280308, 2.1288103, -0.0260166, 2.1288103, -0.0085603, 2.1288103, -0.0370947, 2.1288103, -0.0045319, , , , , , , , , , , , , , , , , , , , , , 
2.1292759, -0.0129244, 2.1292759, 0.1354543, 2.1292759, 0.0085603, 2.1292759, 0.0280308, 2.1292759, -0.0270237, 2.1292759, -0.0078889, 2.1292759, -0.0310521, 2.1292759, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
2.1297414, -0.0105745, 2.1297414, 0.0770428, 2.1297414, 0.0070497, 2.1297414, 0.0253452, 2.1297414, -0.0276951, 2.1297414, -0.0082246, 2.1297414, -0.021149, 2.1297414, -0.0318914, , , , , , , , , , , , , , , , , , , , , , 
2.1302069, -0.0142672, 2.1302069, -0.0041962, 2.1302069, 0.0065461, 2.1302069, 0.0236667, 2.1302069, -0.0283665, 2.1302069, -0.0068818, 2.1302069, -0.0090639, 2.1302069, -0.043473, , , , , , , , , , , , , , , , , , , , , , 
2.1306724, -0.0182956, 2.1306724, 0.0072175, 2.1306724, 0.0072175, 2.1306724, 0.0246738, 2.1306724, -0.0270237, 2.1306724, -0.0025177, 2.1306724, -0.0015106, 2.1306724, -0.0421302, , , , , , , , , , , , , , , , , , , , , , 
2.1311379, -0.0176242, 2.1311379, 0.0904707, 2.1311379, 0.006714, 2.1311379, 0.0263523, 2.1311379, -0.024506, 2.1311379, 0.0011749, 2.1311379, -0.0068818, 2.1311379, -0.0290379, , , , , , , , , , , , , , , , , , , , , , 
2.1316034, -0.0132601, 2.1316034, 0.1206836, 2.1316034, 0.0058747, 2.1316034, 0.0251774, 2.1316034, -0.0243381, 2.1316034, 0.0016785, 2.1316034, -0.0357519, 2.1316034, -0.0137636, , , , , , , , , , , , , , , , , , , , , , 
2.132069, -0.0099031, 2.132069, 0.0515297, 2.132069, 0.0052033, 2.132069, 0.0229953, 2.132069, -0.024506, 2.132069, 0.0005035, 2.132069, -0.0720073, 2.132069, -0.0062104, , , , , , , , , , , , , , , , , , , , , , 
2.1325345, -0.0082246, 2.1325345, -0.0918135, 2.1325345, 0.0038605, 2.1325345, 0.0216526, 2.1325345, -0.0271916, 2.1325345, -0.0001678, 2.1325345, -0.0666361, 2.1325345, -0.0068818, , , , , , , , , , , , , , , , , , , , , , 
2.133, -0.0068818, 2.133, -0.2299535, 2.133, 0.0001678, 2.133, 0.0204776, 2.133, -0.0293736, 2.133, -0.0003357, 2.133, 0.0016785, 2.133, -0.0068818, , , , , , , , , , , , , , , , , , , , , , 
2.1334655, -0.0090639, 2.1334655, -0.2203861, 2.1334655, -0.0052033, 2.1334655, 0.0193027, 2.1334655, -0.0310521, 2.1334655, 0.0028534, 2.1334655, 0.0814069, 2.1334655, 0.0001678, , , , , , , , , , , , , , , , , , , , , , 
2.133931, -0.0142672, 2.133931, -0.1290761, 2.133931, -0.0109102, 2.133931, 0.0186313, 2.133931, -0.0330663, 2.133931, 0.0065461, 2.133931, 0.1346151, 2.133931, 0.0048676, , , , , , , , , , , , , , , , , , , , , , 
2.1343966, -0.0209812, 2.1343966, -0.191516, 2.1343966, -0.0162814, 2.1343966, 0.0193027, 2.1343966, -0.0330663, 2.1343966, 0.0075532, 2.1343966, 0.1292439, 2.1343966, -0.0008392, , , , , , , , , , , , , , , , , , , , , , 
2.1348621, -0.0253452, 2.1348621, -0.3353628, 2.1348621, -0.0213169, 2.1348621, 0.0204776, 2.1348621, -0.0310521, 2.1348621, 0.0048676, 2.1348621, 0.068986, 2.1348621, -0.011078, , , , , , , , , , , , , , , , , , , , , , 
2.1353276, -0.0250095, 2.1353276, -0.2576486, 2.1353276, -0.0234989, 2.1353276, 0.0209812, 2.1353276, -0.0297093, 2.1353276, 0.0020142, 2.1353276, 0.036759, 2.1353276, -0.0151064, , , , , , , , , , , , , , , , , , , , , , 
2.1357931, -0.0219883, 2.1357931, -0.0109102, 2.1357931, -0.0243381, 2.1357931, 0.0209812, 2.1357931, -0.0303807, 2.1357931, 0.0010071, 2.1357931, 0.0642863, 2.1357931, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
2.1362586, -0.0199741, 2.1362586, 0.1317617, 2.1362586, -0.0256809, 2.1362586, 0.0223239, 2.1362586, -0.0317235, 2.1362586, -0.0001678, 2.1362586, 0.1089342, 2.1362586, -0.002182, , , , , , , , , , , , , , , , , , , , , , 
2.1367241, -0.0223239, 2.1367241, 0.1085985, 2.1367241, -0.0276951, 2.1367241, 0.0224918, 2.1367241, -0.0317235, 2.1367241, -0.002182, 2.1367241, 0.1153124, 2.1367241, -0.0038605, , , , , , , , , , , , , , , , , , , , , , 
2.1371897, -0.0276951, 2.1371897, 0.036759, 2.1371897, -0.0293736, 2.1371897, 0.0216526, 2.1371897, -0.0317235, 2.1371897, -0.005539, 2.1371897, 0.0738537, 2.1371897, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
2.1376552, -0.0337377, 2.1376552, 0.0010071, 2.1376552, -0.03122, 2.1376552, 0.0219883, 2.1376552, -0.0317235, 2.1376552, -0.0095674, 2.1376552, 0.033402, 2.1376552, -0.0112459, , , , , , , , , , , , , , , , , , , , , , 
2.1381207, -0.0365911, 2.1381207, -0.0085603, 2.1381207, -0.0330663, 2.1381207, 0.0216526, 2.1381207, -0.0310521, 2.1381207, -0.0132601, 2.1381207, 0.0320592, 2.1381207, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
2.1385862, -0.0377661, 2.1385862, -0.0206455, 2.1385862, -0.0317235, 2.1385862, 0.0209812, 2.1385862, -0.0310521, 2.1385862, -0.0139315, 2.1385862, 0.0491798, 2.1385862, -0.0028534, , , , , , , , , , , , , , , , , , , , , , 
2.1390517, -0.0350805, 2.1390517, -0.0354162, 2.1390517, -0.0285344, 2.1390517, 0.021149, 2.1390517, -0.0310521, 2.1390517, -0.0135958, 2.1390517, 0.0485084, 2.1390517, 0.0005035, , , , , , , , , , , , , , , , , , , , , , 
2.1395172, -0.0297093, 2.1395172, -0.0344091, 2.1395172, -0.0256809, 2.1395172, 0.0209812, 2.1395172, -0.0317235, 2.1395172, -0.0125887, 2.1395172, 0.0340734, 2.1395172, 0.0031891, , , , , , , , , , , , , , , , , , , , , , 
2.1399828, -0.0243381, 2.1399828, -0.0209812, 2.1399828, -0.0229953, 2.1399828, 0.0186313, 2.1399828, -0.0337377, 2.1399828, -0.0105745, 2.1399828, 0.0273594, 2.1399828, 0.0052033, , , , , , , , , , , , , , , , , , , , , , 
2.1404483, -0.0209812, 2.1404483, -0.0135958, 2.1404483, -0.0224918, 2.1404483, 0.0176242, 2.1404483, -0.0347448, 2.1404483, -0.0077211, 2.1404483, 0.0387732, 2.1404483, 0.0045319, , , , , , , , , , , , , , , , , , , , , , 
2.1409138, -0.018967, 2.1409138, -0.0166171, 2.1409138, -0.0213169, 2.1409138, 0.0193027, 2.1409138, -0.0350805, 2.1409138, -0.0063783, 2.1409138, 0.0547189, 2.1409138, -0.0003357, , , , , , , , , , , , , , , , , , , , , , 
2.1413793, -0.0194705, 2.1413793, -0.0241703, 2.1413793, -0.0203098, 2.1413793, 0.0213169, 2.1413793, -0.0359197, 2.1413793, -0.0082246, 2.1413793, 0.0599222, 2.1413793, -0.0082246, , , , , , , , , , , , , , , , , , , , , , 
2.1418448, -0.0209812, 2.1418448, -0.0340734, 2.1418448, -0.0186313, 2.1418448, 0.0226596, 2.1418448, -0.033402, 2.1418448, -0.0092317, 2.1418448, 0.0491798, 2.1418448, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
2.1423103, -0.0213169, 2.1423103, -0.0438087, 2.1423103, -0.0162814, 2.1423103, 0.0251774, 2.1423103, -0.0307164, 2.1423103, -0.0095674, 2.1423103, 0.0339055, 2.1423103, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
2.1427759, -0.0199741, 2.1427759, -0.0560616, 2.1427759, -0.0135958, 2.1427759, 0.027863, 2.1427759, -0.0310521, 2.1427759, -0.0093996, 2.1427759, 0.0248417, 2.1427759, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
2.1432414, -0.017792, 2.1432414, -0.0656291, 2.1432414, -0.0115816, 2.1432414, 0.0290379, 2.1432414, -0.0317235, 2.1432414, -0.0072175, 2.1432414, 0.0246738, 2.1432414, -0.0219883, , , , , , , , , , , , , , , , , , , , , , 
2.1437069, -0.0152743, 2.1437069, -0.0407874, 2.1437069, -0.0102388, 2.1437069, 0.0280308, 2.1437069, -0.0305486, 2.1437069, -0.0068818, 2.1437069, 0.030045, 2.1437069, -0.0290379, , , , , , , , , , , , , , , , , , , , , , 
2.1441724, -0.0117494, 2.1441724, 0.0172885, 2.1441724, -0.0109102, 2.1441724, 0.026688, 2.1441724, -0.0276951, 2.1441724, -0.0062104, 2.1441724, 0.0260166, 2.1441724, -0.0327306, , , , , , , , , , , , , , , , , , , , , , 
2.1446379, -0.0104067, 2.1446379, 0.051194, 2.1446379, -0.0132601, 2.1446379, 0.0260166, 2.1446379, -0.0271916, 2.1446379, -0.0048676, 2.1446379, -0.0120851, 2.1446379, -0.0290379, , , , , , , , , , , , , , , , , , , , , , 
2.1451034, -0.0102388, 2.1451034, 0.0280308, 2.1451034, -0.0176242, 2.1451034, 0.0263523, 2.1451034, -0.0276951, 2.1451034, -0.0041962, 2.1451034, -0.0834211, 2.1451034, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
2.145569, -0.0102388, 2.145569, -0.0213169, 2.145569, -0.0209812, 2.145569, 0.0283665, 2.145569, -0.0270237, 2.145569, -0.0041962, 2.145569, -0.145861, 2.145569, -0.0097353, , , , , , , , , , , , , , , , , , , , , , 
2.1460345, -0.0075532, 2.1460345, -0.0488441, 2.1460345, -0.0194705, 2.1460345, 0.0293736, 2.1460345, -0.0256809, 2.1460345, -0.0045319, 2.1460345, -0.1675135, 2.1460345, -0.0052033, , , , , , , , , , , , , , , , , , , , , , 
2.1465, -0.0041962, 2.1465, -0.0384375, 2.1465, -0.0142672, 2.1465, 0.0290379, 2.1465, -0.0256809, 2.1465, -0.0048676, 2.1465, -0.1619745, 2.1465, -0.0109102, , , , , , , , , , , , , , , , , , , , , , 
2.1469655, -0.0008392, 2.1469655, -0.0001678, 2.1469655, -0.0063783, 2.1469655, 0.0253452, 2.1469655, -0.0256809, 2.1469655, -0.0028534, 2.1469655, -0.1619745, 2.1469655, -0.0216526, , , , , , , , , , , , , , , , , , , , , , 
2.147431, 0.0020142, 2.147431, 0.0461585, 2.147431, 0.0031891, 2.147431, 0.0216526, 2.147431, -0.0265202, 2.147431, -0.0035248, 2.147431, -0.1710384, 2.147431, -0.0246738, , , , , , , , , , , , , , , , , , , , , , 
2.1478966, 0.0045319, 2.1478966, 0.0669718, 2.1478966, 0.0119173, 2.1478966, 0.0193027, 2.1478966, -0.0276951, 2.1478966, -0.0041962, 2.1478966, -0.1837949, 2.1478966, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
2.1483621, 0.0065461, 2.1483621, 0.054551, 2.1483621, 0.0169528, 2.1483621, 0.0196384, 2.1483621, -0.0270237, 2.1483621, -0.0045319, 2.1483621, -0.1854734, 2.1483621, -0.005539, , , , , , , , , , , , , , , , , , , , , , 
2.1488276, 0.0062104, 2.1488276, 0.0273594, 2.1488276, 0.0179599, 2.1488276, 0.0209812, 2.1488276, -0.0260166, 2.1488276, -0.0052033, 2.1488276, -0.1555962, 2.1488276, 0.0005035, , , , , , , , , , , , , , , , , , , , , , 
2.1492931, 0.0035248, 2.1492931, -0.0001678, 2.1492931, 0.0169528, 2.1492931, 0.023331, 2.1492931, -0.0270237, 2.1492931, -0.0065461, 2.1492931, -0.1018845, 2.1492931, 0.0045319, , , , , , , , , , , , , , , , , , , , , , 
2.1497586, 0.0011749, 2.1497586, -0.0162814, 2.1497586, 0.0149386, 2.1497586, 0.0238346, 2.1497586, -0.0265202, 2.1497586, -0.0075532, 2.1497586, -0.0515297, 2.1497586, 0.0102388, , , , , , , , , , , , , , , , , , , , , , 
2.1502241, -0.0008392, 2.1502241, -0.0166171, 2.1502241, 0.0115816, 2.1502241, 0.0231632, 2.1502241, -0.0260166, 2.1502241, -0.0085603, 2.1502241, -0.0167849, 2.1502241, 0.014435, , , , , , , , , , , , , , , , , , , , , , 
2.1506897, -0.002182, 2.1506897, -0.0243381, 2.1506897, 0.0063783, 2.1506897, 0.0226596, 2.1506897, -0.0256809, 2.1506897, -0.0109102, 2.1506897, 0.0018463, 2.1506897, 0.0125887, , , , , , , , , , , , , , , , , , , , , , 
2.1511552, -0.0052033, 2.1511552, -0.0468299, 2.1511552, 0.0018463, 2.1511552, 0.0240024, 2.1511552, -0.0243381, 2.1511552, -0.0129244, 2.1511552, 0.0038605, 2.1511552, 0.0025177, , , , , , , , , , , , , , , , , , , , , , 
2.1516207, -0.0109102, 2.1516207, -0.04448, 2.1516207, 0.0005035, 2.1516207, 0.0246738, 2.1516207, -0.0236667, 2.1516207, -0.0132601, 2.1516207, 0.0058747, 2.1516207, -0.014435, , , , , , , , , , , , , , , , , , , , , , 
2.1520862, -0.01561, 2.1520862, -0.0198062, 2.1520862, -0.0015106, 2.1520862, 0.0263523, 2.1520862, -0.0246738, 2.1520862, -0.0142672, 2.1520862, 0.0070497, 2.1520862, -0.0303807, , , , , , , , , , , , , , , , , , , , , , 
2.1525517, -0.0164492, 2.1525517, 0.0001678, 2.1525517, -0.0031891, 2.1525517, 0.0283665, 2.1525517, -0.0270237, 2.1525517, -0.01561, 2.1525517, 0.0011749, 2.1525517, -0.0394446, , , , , , , , , , , , , , , , , , , , , , 
2.1530172, -0.0149386, 2.1530172, 0.03122, 2.1530172, -0.0041962, 2.1530172, 0.030045, 2.1530172, -0.0273594, 2.1530172, -0.0146029, 2.1530172, -0.0115816, 2.1530172, -0.0446479, , , , , , , , , , , , , , , , , , , , , , 
2.1534828, -0.0139315, 2.1534828, 0.0837568, 2.1534828, -0.0052033, 2.1534828, 0.030045, 2.1534828, -0.0256809, 2.1534828, -0.0115816, 2.1534828, -0.0283665, 2.1534828, -0.0498512, , , , , , , , , , , , , , , , , , , , , , 
2.1539483, -0.0109102, 2.1539483, 0.1139696, 2.1539483, -0.0075532, 2.1539483, 0.0290379, 2.1539483, -0.0256809, 2.1539483, -0.0085603, 2.1539483, -0.0374304, 2.1539483, -0.051194, , , , , , , , , , , , , , , , , , , , , , 
2.1544138, -0.0068818, 2.1544138, 0.0797284, 2.1544138, -0.0092317, 2.1544138, 0.0273594, 2.1544138, -0.0270237, 2.1544138, -0.0041962, 2.1544138, -0.0288701, 2.1544138, -0.04448, , , , , , , , , , , , , , , , , , , , , , 
2.1548793, -0.0065461, 2.1548793, 0.0293736, 2.1548793, -0.0102388, 2.1548793, 0.0280308, 2.1548793, -0.0270237, 2.1548793, -0.0001678, 2.1548793, -0.0085603, 2.1548793, -0.0354162, , , , , , , , , , , , , , , , , , , , , , 
2.1553448, -0.0102388, 2.1553448, 0.0569009, 2.1553448, -0.0105745, 2.1553448, 0.0293736, 2.1553448, -0.0270237, 2.1553448, 0.0011749, 2.1553448, 0.0048676, 2.1553448, -0.0305486, , , , , , , , , , , , , , , , , , , , , , 
2.1558103, -0.0151064, 2.1558103, 0.1451896, 2.1558103, -0.012253, 2.1558103, 0.0307164, 2.1558103, -0.0273594, 2.1558103, 0.0010071, 2.1558103, 0.0095674, 2.1558103, -0.0280308, , , , , , , , , , , , , , , , , , , , , , 
2.1562759, -0.0157778, 2.1562759, 0.1911803, 2.1562759, -0.0135958, 2.1562759, 0.0293736, 2.1562759, -0.0276951, 2.1562759, -0.0001678, 2.1562759, 0.0196384, 2.1562759, -0.0253452, , , , , , , , , , , , , , , , , , , , , , 
2.1567414, -0.0097353, 2.1567414, 0.124712, 2.1567414, -0.0142672, 2.1567414, 0.0273594, 2.1567414, -0.0256809, 2.1567414, -0.0018463, 2.1567414, 0.0313878, 2.1567414, -0.0229953, , , , , , , , , , , , , , , , , , , , , , 
2.1572069, 0.0001678, 2.1572069, -0.0565652, 2.1572069, -0.0132601, 2.1572069, 0.0263523, 2.1572069, -0.0236667, 2.1572069, -0.0015106, 2.1572069, 0.033402, 2.1572069, -0.0213169, , , , , , , , , , , , , , , , , , , , , , 
2.1576724, 0.0048676, 2.1576724, -0.2579843, 2.1576724, -0.0135958, 2.1576724, 0.0250095, 2.1576724, -0.0236667, 2.1576724, 0.0035248, 2.1576724, 0.0250095, 2.1576724, -0.0234989, , , , , , , , , , , , , , , , , , , , , , 
2.1581379, 0.0015106, 2.1581379, -0.3895781, 2.1581379, -0.0149386, 2.1581379, 0.0246738, 2.1581379, -0.0238346, 2.1581379, 0.0078889, 2.1581379, 0.0048676, 2.1581379, -0.0330663, , , , , , , , , , , , , , , , , , , , , , 
2.1586034, -0.0041962, 2.1586034, -0.3768215, 2.1586034, -0.0149386, 2.1586034, 0.0240024, 2.1586034, -0.0250095, 2.1586034, 0.0099031, 2.1586034, -0.0283665, 2.1586034, -0.0424659, , , , , , , , , , , , , , , , , , , , , , 
2.159069, -0.0115816, 2.159069, -0.3232776, 2.159069, -0.0142672, 2.159069, 0.0236667, 2.159069, -0.0260166, 2.159069, 0.0065461, 2.159069, -0.070161, 2.159069, -0.04448, , , , , , , , , , , , , , , , , , , , , , 
2.1595345, -0.0162814, 2.1595345, -0.3650721, 2.1595345, -0.0139315, 2.1595345, 0.023331, 2.1595345, -0.0251774, 2.1595345, 0.0011749, 2.1595345, -0.1126268, 2.1595345, -0.0394446, , , , , , , , , , , , , , , , , , , , , , 
2.16, -0.0162814, 2.16, -0.3550011, 2.16, -0.0149386, 2.16, 0.0238346, 2.16, -0.0256809, 2.16, -0.005539, 2.16, -0.1394827, 2.16, -0.0260166, , , , , , , , , , , , , , , , , , , , , , 
2.1604655, -0.0149386, 2.1604655, -0.2083009, 2.1604655, -0.0159457, 2.1604655, 0.0236667, 2.1604655, -0.026688, 2.1604655, -0.0132601, 2.1604655, -0.1502251, 2.1604655, -0.0062104, , , , , , , , , , , , , , , , , , , , , , 
2.160931, -0.0172885, 2.160931, -0.0384375, 2.160931, -0.0166171, 2.160931, 0.0226596, 2.160931, -0.026688, 2.160931, -0.0216526, 2.160931, -0.1431754, 2.160931, 0.0105745, , , , , , , , , , , , , , , , , , , , , , 
2.1613966, -0.0240024, 2.1613966, 0.0696574, 2.1613966, -0.0179599, 2.1613966, 0.0226596, 2.1613966, -0.0256809, 2.1613966, -0.0251774, 2.1613966, -0.0988632, 2.1613966, 0.0125887, , , , , , , , , , , , , , , , , , , , , , 
2.1618621, -0.0303807, 2.1618621, 0.1010452, 2.1618621, -0.0193027, 2.1618621, 0.0226596, 2.1618621, -0.0256809, 2.1618621, -0.0238346, 2.1618621, -0.0223239, 2.1618621, 0.0038605, , , , , , , , , , , , , , , , , , , , , , 
2.1623276, -0.0290379, 2.1623276, 0.0897993, 2.1623276, -0.018967, 2.1623276, 0.0243381, 2.1623276, -0.0256809, 2.1623276, -0.0193027, 2.1623276, 0.0486763, 2.1623276, -0.0003357, , , , , , , , , , , , , , , , , , , , , , 
2.1627931, -0.0196384, 2.1627931, 0.0703288, 2.1627931, -0.0171206, 2.1627931, 0.0253452, 2.1627931, -0.0263523, 2.1627931, -0.0142672, 2.1627931, 0.0757, 2.1627931, 0.0001678, , , , , , , , , , , , , , , , , , , , , , 
2.1632586, -0.0092317, 2.1632586, 0.0508583, 2.1632586, -0.01561, 2.1632586, 0.0240024, 2.1632586, -0.0276951, 2.1632586, -0.0102388, 2.1632586, 0.0639506, 2.1632586, -0.002182, , , , , , , , , , , , , , , , , , , , , , 
2.1637241, -0.0018463, 2.1637241, 0.0287022, 2.1637241, -0.01561, 2.1637241, 0.0226596, 2.1637241, -0.0273594, 2.1637241, -0.0085603, 2.1637241, 0.0433051, 2.1637241, -0.011078, , , , , , , , , , , , , , , , , , , , , , 
2.1641897, -0.0001678, 2.1641897, 0.0250095, 2.1641897, -0.0164492, 2.1641897, 0.0209812, 2.1641897, -0.0253452, 2.1641897, -0.0058747, 2.1641897, 0.030045, 2.1641897, -0.0204776, , , , , , , , , , , , , , , , , , , , , , 
2.1646552, -0.002182, 2.1646552, 0.0849317, 2.1646552, -0.0164492, 2.1646552, 0.0199741, 2.1646552, -0.0258488, 2.1646552, -0.0038605, 2.1646552, 0.0157778, 2.1646552, -0.0258488, , , , , , , , , , , , , , , , , , , , , , 
