,Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,TibilaisÂ Anterior left,Gastrocnemius right,Gastrocnemius left
94,0.0437586,0.0508583,0.0218204,-0.0424659,-0.033402,-0.0216526,-0.0485084,-0.0290379,0.1267262
95,0.0442241,0.0616007,0.0095674,-0.0370947,0.0209812,-0.0236667,-0.064622,-0.0350805,0.117998
96,0.0446897,0.0599222,0.0031891,-0.0219883,0.0216526,-0.0293736,-0.0780499,-0.0327306,0.1122911
97,0.0451552,0.0542153,0.005539,0.0036927,-0.0226596,-0.03122,-0.0874495,-0.0251774,0.1119554
98,0.0456207,0.0548867,0.0132601,0.0320592,-0.0632792,-0.0256809,-0.0938277,-0.0250095,0.1132982
99,0.0460862,0.0746929,0.0199741,0.0505226,-0.0693217,-0.0132601,-0.0981918,-0.0344091,0.1106126
100,0.0465517,0.1218585,0.0253452,0.0542153,-0.0548867,0.0043641,-0.1012131,-0.0396124,0.1022202
101,0.0470172,0.1891661,0.0283665,0.0515297,-0.0538796,0.0162814,-0.1025559,-0.0458228,0.0820783
102,0.0474828,0.2406958,0.0287022,0.0552224,-0.0696574,0.018967,-0.1054093,-0.068986,0.0458228
103,0.0479483,0.2472419,0.026688,0.0716716,-0.0647898,0.0149386,-0.111284,-0.090135,-0.0048676
104,0.0484138,0.2180362,0.0223239,0.0951705,-0.0171206,0.0090639,-0.1210193,-0.0803998,-0.0558938
105,0.0488793,0.1777523,0.0135958,0.1129625,0.0569009,0.0050355,-0.1317617,-0.0558938,-0.0903029
106,0.0493448,0.1381399,0.0038605,0.1106126,0.1216907,0.0005035,-0.1401541,-0.0471656,-0.1059129
107,0.0498103,0.1012131,-0.0041962,0.0965133,0.1455253,-0.0008392,-0.144686,-0.0431373,-0.1085985
108,0.0502759,0.0663005,-0.0102388,0.0810712,0.1475395,0.0005035,-0.145861,-0.0270237,-0.1077592
109,0.0507414,0.0337377,-0.0169528,0.0659648,0.1686885,0.0031891,-0.1455253,-0.0023499,-0.1049058
110,0.0512069,0.0075532,-0.027863,0.0525368,0.205951,-0.0057069,-0.1451896,0.0240024,-0.0991989
111,0.0516724,-0.0112459,-0.0468299,0.0421302,0.2119936,-0.0263523,-0.1413291,0.0424659,-0.0881209
112,0.0521379,-0.030045,-0.0708324,0.0381018,0.1413291,-0.0421302,-0.13579,0.0439765,-0.073518
113,0.0526034,-0.0532082,-0.0869459,0.0382696,0.0265202,-0.0404517,-0.1334401,0.0280308,-0.0599222
114,0.053069,-0.0750286,-0.0835889,0.0330663,-0.0532082,-0.0273594,-0.1277333,0.0057069,-0.0481727
115,0.0535345,-0.090135,-0.0673075,0.018967,-0.0485084,-0.014435,-0.1126268,-0.008896,-0.0397803
116,0.054,-0.1015488,-0.0486763,-0.0035248,0.0078889,-0.0062104,-0.0948348,-0.0125887,-0.0391089
117,0.0544655,-0.1092699,-0.0315557,-0.0287022,0.0325628,-0.0109102,-0.0757,-0.0125887,-0.0488441
118,0.054931,-0.1079271,-0.018967,-0.0558938,-0.0050355,-0.0297093,-0.051194,-0.0184634,-0.0641184
119,0.0553966,-0.0958419,-0.0146029,-0.0844282,-0.0800641,-0.0463264,-0.0243381,-0.0293736,-0.0740215
120,0.0558621,-0.0746929,-0.0162814,-0.0988632,-0.1297475,-0.04448,-0.0085603,-0.0313878,-0.0757
121,0.0563276,-0.0461585,-0.0179599,-0.0975204,-0.1260548,-0.0323949,-0.0135958,-0.0231632,-0.0728466
122,0.0567931,-0.0130922,-0.0164492,-0.0941634,-0.1129625,-0.026688,-0.0307164,-0.012253,-0.0706645
123,0.0572586,0.0206455,-0.0135958,-0.0921492,-0.1203479,-0.0297093,-0.0414588,0.0018463,-0.0743572
124,0.0577241,0.0522011,-0.0092317,-0.0881209,-0.1263905,-0.0344091,-0.0357519,0.0135958,-0.0762036
125,0.0581897,0.0713359,-0.0062104,-0.0767071,-0.0975204,-0.0407874,-0.0229953,0.0203098,-0.0686503
126,0.0586552,0.0736858,-0.0063783,-0.0580758,-0.0285344,-0.0538796,-0.0105745,0.0206455,-0.051194
127,0.0591207,0.0659648,-0.0082246,-0.0592508,0.0587472,-0.0706645,0.0036927,0.0077211,-0.0365911
128,0.0595862,0.056733,-0.0057069,-0.0921492,0.1284047,-0.0767071,0.018967,-0.0149386,-0.0360876
129,0.0600517,0.0491798,-0.0001678,-0.1237049,0.1220264,-0.0632792,0.023331,-0.0297093,-0.0458228
130,0.0605172,0.0399481,0.0038605,-0.1361257,0.0206455,-0.0397803,0.0142672,-0.0332341,-0.0639506
131,0.0609828,0.0330663,0.0052033,-0.1284047,-0.10692,-0.0246738,0.0038605,-0.0352483,-0.0862745
132,0.0614483,0.0337377,0.0036927,-0.1055772,-0.1619745,-0.0231632,-0.0001678,-0.027863,-0.110277
133,0.0619138,0.0377661,-0.0011749,-0.0800641,-0.1237049,-0.0236667,-0.0011749,-0.0036927,-0.1320974
134,0.0623793,0.0417945,-0.0072175,-0.0673075,-0.0411231,-0.0182956,-0.0015106,0.0186313,-0.1433433
135,0.0628448,0.0454871,-0.0099031,-0.0683146,0.033402,-0.0063783,0.0018463,0.0397803,-0.1379721
136,0.0633103,0.0515297,-0.0065461,-0.0686503,0.0745251,0.0052033,0.008896,0.0582437,-0.1243763
137,0.0637759,0.0602579,-0.0072175,-0.0639506,0.0955062,0.0065461,0.0075532,0.0654612,-0.1173266
138,0.0642414,0.068986,-0.0196384,-0.0673075,0.1065843,-0.0038605,-0.0112459,0.0616007,-0.1198444
139,0.0647069,0.073518,-0.0303807,-0.0783856,0.0877852,-0.01561,-0.0431373,0.0522011,-0.1279011
140,0.0651724,0.0710002,-0.0276951,-0.0830854,0.0481727,-0.0203098,-0.068986,0.0448157,-0.1332723
141,0.0656379,0.0636149,-0.0127565,-0.0807355,0.0159457,-0.0243381,-0.0847639,0.0438087,-0.1312581
142,0.0661034,0.0451514,0.0001678,-0.0686503,0.0045319,-0.0337377,-0.0911421,0.0399481,-0.1203479
143,0.066569,0.0146029,0.0011749,-0.0399481,-0.0015106,-0.0438087,-0.0891279,0.0181277,-0.1096056
144,0.0670345,-0.0169528,-0.0030213,-0.0008392,0.0008392,-0.0464942,-0.0810712,-0.018967,-0.1049058
145,0.0675,-0.0431373,-0.002182,0.0327306,0.023331,-0.0369268,-0.0726787,-0.0538796,-0.1084306
146,0.0679655,-0.0607614,0.0112459,0.0501869,0.0622721,-0.0206455,-0.0693217,-0.0767071,-0.1223621
147,0.068431,-0.0661326,0.0280308,0.0569009,0.0971847,-0.0072175,-0.073518,-0.0830854,-0.1411612
148,0.0688966,-0.0585794,0.0347448,0.0616007,0.1176623,-0.0015106,-0.0775463,-0.0636149,-0.152575
149,0.0693621,-0.0377661,0.0248417,0.0629435,0.1260548,0.0008392,-0.0787213,-0.0162814,-0.1539178
150,0.0698276,-0.0112459,0.0035248,0.0632792,0.131426,0.0048676,-0.0755322,0.0313878,-0.1535821
151,0.0702931,0.0142672,-0.0203098,0.0663005,0.1468681,0.0052033,-0.0750286,0.0552224,-0.1522393
152,0.0707586,0.0330663,-0.0382696,0.0686503,0.1574426,0.0015106,-0.0871138,0.0569009,-0.1364614
153,0.0712241,0.047837,-0.0448157,0.0616007,0.1248798,-0.002182,-0.1059129,0.0481727,-0.0985275
154,0.0716897,0.0622721,-0.0464942,0.0438087,0.0558938,-0.0058747,-0.1156481,0.0374304,-0.051194
155,0.0721552,0.0757,-0.0461585,0.0223239,0.0025177,-0.0119173,-0.1119554,0.0288701,-0.0162814
156,0.0726207,0.0850996,-0.0431373,0.0011749,-0.0062104,-0.0115816,-0.1018845,0.026688,-0.0035248
157,0.0730862,0.0881209,-0.0360876,-0.0169528,0.0058747,0.0038605,-0.0918135,0.0250095,-0.0041962
158,0.0735517,0.0897993,-0.0149386,-0.0357519,-0.0025177,0.0219883,-0.0805676,0.0216526,-0.0052033
159,0.0740172,0.0948348,0.0292058,-0.068986,-0.0458228,0.0206455,-0.0609293,0.0182956,-0.0041962
160,0.0744828,0.1042344,0.0862745,-0.1129625,-0.1062486,-0.0018463,-0.0379339,0.0176242,-0.0065461
161,0.0749483,0.1200122,0.1337758,-0.1633173,-0.1559319,-0.0216526,-0.0270237,0.0196384,-0.0129244
162,0.0754138,0.1431754,0.1643244,-0.2042725,-0.1740597,-0.0184634,-0.0360876,0.0236667,-0.0218204
163,0.0758793,0.1686885,0.191516,-0.2197147,-0.1673457,-0.0003357,-0.0607614,0.0288701,-0.0317235
164,0.0763448,0.1883268,0.2247501,-0.2170291,-0.1566033,0.0092317,-0.090135,0.0347448,-0.0391089
165,0.0768103,0.1999084,0.2539559,-0.2170291,-0.1532464,0.0050355,-0.1163195,0.0387732,-0.0411231
166,0.0772759,0.2072938,0.2411994,-0.2260929,-0.1515679,0.0005035,-0.1347829,0.0441444,-0.0370947
167,0.0777414,0.2106508,0.1767453,-0.2260929,-0.1438468,0.0085603,-0.1418326,0.0506905,-0.0327306
168,0.0782069,0.2106508,0.1030594,-0.2010834,-0.1210193,0.0199741,-0.1354543,0.0555581,-0.026688
169,0.0786724,0.2089723,0.0532082,-0.1641566,-0.0897993,0.0240024,-0.1151446,0.0582437,-0.0115816
170,0.0791379,0.2032654,0.024506,-0.1317617,-0.0730144,0.0213169,-0.0847639,0.0636149,0.0120851
171,0.0796034,0.1931945,0.0036927,-0.1089342,-0.0803998,0.0226596,-0.0622721,0.0726787,0.0323949
172,0.080069,0.1723812,-0.0169528,-0.0995346,-0.1042344,0.0414588,-0.0592508,0.0783856,0.0374304
173,0.0805345,0.1401541,-0.0471656,-0.0991989,-0.1337758,0.0676432,-0.0746929,0.0763714,0.0236667
174,0.081,0.1072557,-0.0928206,-0.0914778,-0.1633173,0.0746929,-0.100206,0.068986,-0.0030213
175,0.0814655,0.0787213,-0.1505608,-0.0728466,-0.1770809,0.0599222,-0.1173266,0.0649577,-0.0250095
176,0.081931,0.0522011,-0.2156863,-0.051194,-0.1572747,0.0451514,-0.1138018,0.0639506,-0.0290379
177,0.0823966,0.0273594,-0.2717479,-0.0332341,-0.1169909,0.0374304,-0.0965133,0.061265,-0.0276951
178,0.0828621,0.0046998,-0.3036393,-0.0186313,-0.0793927,0.0166171,-0.0814069,0.0538796,-0.0290379
179,0.0833276,-0.0169528,-0.3143816,-0.0105745,-0.0538796,-0.0290379,-0.0733501,0.0441444,-0.0256809
180,0.0837931,-0.0344091,-0.316228,-0.0082246,-0.0391089,-0.0871138,-0.0609293,0.0320592,-0.0157778
181,0.0842586,-0.0486763,-0.3043107,-0.0001678,-0.0288701,-0.1344472,-0.0431373,0.0206455,-0.0102388
182,0.0847241,-0.061265,-0.2720836,0.0166171,-0.0206455,-0.1680171,-0.0243381,0.012253,-0.0135958
183,0.0851897,-0.072343,-0.2224002,0.0315557,-0.0125887,-0.1864805,-0.0045319,0.0058747,-0.0253452
184,0.0856552,-0.0842603,-0.1668421,0.0411231,-0.0070497,-0.1787594,-0.0015106,0.0031891,-0.0441444
185,0.0861207,-0.0978561,-0.1138018,0.043473,-0.0102388,-0.152575,-0.0256809,0.0052033,-0.0626078
186,0.0865862,-0.1131304,-0.0666361,0.040116,-0.0196384,-0.1250477,-0.061265,0.0104067,-0.066804
187,0.0870517,-0.1238727,-0.0283665,0.0360876,-0.0236667,-0.1064164,-0.0834211,0.0146029,-0.0471656
188,0.0875172,-0.1178302,-0.0065461,0.0372625,-0.0203098,-0.1008774,-0.0803998,0.0146029,-0.0216526
189,0.0879828,-0.0975204,-0.0162814,0.0428016,-0.014435,-0.103563,-0.0616007,0.0082246,-0.0072175
190,0.0884483,-0.0767071,-0.0464942,0.0424659,-0.0102388,-0.1015488,-0.0417945,0.0018463,-0.0068818
191,0.0889138,-0.0605936,-0.0797284,0.0360876,-0.0075532,-0.0814069,-0.0310521,-0.0025177,-0.017792
192,0.0893793,-0.0491798,-0.0981918,0.0290379,-0.0095674,-0.0441444,-0.0213169,-0.0109102,-0.0297093
193,0.0898448,-0.0387732,-0.0955062,0.0226596,-0.0125887,-0.0045319,-0.0112459,-0.0248417,-0.0330663
194,0.0903103,-0.026688,-0.0770428,0.0164492,-0.0135958,0.0223239,-0.0062104,-0.0381018,-0.0250095
195,0.0907759,-0.018967,-0.0552224,0.0125887,-0.0139315,0.036759,-0.0057069,-0.0417945,-0.012253
196,0.0912414,-0.0169528,-0.0258488,0.012253,-0.0169528,0.0538796,-0.0129244,-0.0344091,0.0016785
197,0.0917069,-0.018967,0.0204776,0.0142672,-0.0223239,0.0773785,-0.0140993,-0.026688,0.0139315
198,0.0921724,-0.0199741,0.0743572,0.0179599,-0.0208133,0.0986954,0.0008392,-0.0251774,0.0166171
199,0.0926379,-0.0176242,0.1211872,0.0236667,-0.0109102,0.1126268,0.0253452,-0.0298772,0.0082246
200,0.0931034,-0.0102388,0.1559319,0.0347448,0.0005035,0.128069,0.043473,-0.0372625,0.0035248
201,0.093569,0.0005035,0.1824521,0.0522011,0.0068818,0.1482109,0.0414588,-0.0417945,0.0048676
202,0.0940345,0.0132601,0.1898375,0.0733501,0.0085603,0.1623102,0.0238346,-0.0417945,-0.0072175
203,0.0945,0.0246738,0.1656672,0.0951705,0.0105745,0.1579461,0.0083925,-0.0406195,-0.0391089
204,0.0949655,0.0285344,0.1040665,0.1166552,0.0112459,0.1361257,-0.0003357,-0.0417945,-0.0753643
205,0.095431,0.0240024,0.0231632,0.1240406,0.0105745,0.1072557,-0.0085603,-0.0471656,-0.1116197
206,0.0958966,0.0129244,-0.0344091,0.110277,0.0099031,0.0874495,-0.0209812,-0.0538796,-0.149218
207,0.0963621,-0.0045319,-0.0387732,0.0834211,0.0065461,0.0783856,-0.0377661,-0.0552224,-0.1794308
208,0.0968276,-0.0270237,-0.0015106,0.0508583,-0.0003357,0.0679789,-0.0528725,-0.0498512,-0.194873
209,0.0972931,-0.0495155,0.0370947,0.0166171,-0.0109102,0.0461585,-0.0636149,-0.0421302,-0.1938659
210,0.0977586,-0.0661326,0.0448157,-0.0109102,-0.0229953,0.0102388,-0.0760357,-0.043473,-0.1767453
211,0.0982241,-0.0777142,0.0240024,-0.0293736,-0.0360876,-0.033402,-0.0916457,-0.0587472,-0.1461967
212,0.0986897,-0.0819104,-0.0070497,-0.0485084,-0.0518654,-0.0673075,-0.0991989,-0.0773785,-0.1045701
213,0.0991552,-0.0825818,-0.0337377,-0.0817426,-0.0642863,-0.0767071,-0.0924849,-0.090135,-0.0666361
214,0.0996207,-0.0864424,-0.0493477,-0.1297475,-0.064622,-0.0592508,-0.0745251,-0.0961776,-0.0475013
215,0.1000862,-0.0955062,-0.0525368,-0.184802,-0.0548867,-0.0203098,-0.04448,-0.0914778,-0.0391089
216,0.1005517,-0.0991989,-0.0397803,-0.2334783,-0.0417945,0.0209812,0.0010071,-0.0699931,-0.026688
217,0.1010172,-0.0918135,-0.018967,-0.2521096,-0.0310521,0.0297093,0.0525368,-0.0357519,-0.0097353
218,0.1014828,-0.0820783,-0.0102388,-0.2378424,-0.0256809,-0.017792,0.1082628,0.0050355,0.0057069
219,0.1019483,-0.0780499,-0.0288701,-0.2096437,-0.0213169,-0.0908064,0.1579461,0.0352483,0.0129244
220,0.1024138,-0.0827497,-0.0834211,-0.1774166,-0.0142672,-0.1478752,0.1958801,0.033402,0.0011749
221,0.1028793,-0.0908064,-0.1586175,-0.1334401,-0.0082246,-0.184802,0.2250858,0.008896,-0.0219883
222,0.1033448,-0.0921492,-0.2203861,-0.0861067,-0.0048676,-0.1908446,0.2542916,-0.0132601,-0.036759
223,0.1038103,-0.0854353,-0.2556344,-0.051194,-0.0068818,-0.1549248,0.2858473,-0.0223239,-0.0303807
224,0.1042759,-0.0741894,-0.2695659,-0.0276951,-0.0127565,-0.100206,0.3085069,-0.0250095,-0.0130922
225,0.1047414,-0.0683146,-0.2673838,-0.0099031,-0.0164492,-0.0673075,0.3147173,-0.0318914,-0.0048676
226,0.1052069,-0.0708324,-0.2522774,0.0058747,-0.0179599,-0.064622,0.3106889,-0.0458228,-0.0045319
227,0.1056724,-0.076875,-0.2217288,0.021149,-0.0198062,-0.0780499,0.3038071,-0.0616007,0.0068818
228,0.1061379,-0.0780499,-0.1733883,0.0260166,-0.0229953,-0.0746929,0.2942397,-0.0753643,0.0273594
229,0.1066034,-0.0686503,-0.1166552,0.0119173,-0.0240024,-0.0481727,0.282826,-0.0867781,0.0485084
230,0.107069,-0.0505226,-0.0681468,-0.01561,-0.017792,-0.0203098,0.2737621,-0.0928206,0.0595865
