Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:01:37 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.0256034, -0.026688, 0.0285577, -0.0062104, 0.7425, 30.9146347, 0.7425, 106.4024429, 0.7425, 100.4268341, 0.0256034, -0.0068818, 0.0256034, 0.0193027, 0.0256034, -0.0323949, 0.0256034, -0.0527047, 0.0256034, -0.0048676, 0.0256034, 0.0595865, , , , , , , , , , , , , , , , , , , , , , 
0.026069, -0.0251774, 0.0290769, -0.0041962, 0.756, 89.9390259, 0.756, 154.3902435, 0.756, 76.7682953, 0.026069, -0.0082246, 0.026069, 0.0184634, 0.026069, -0.0407874, 0.026069, -0.0746929, 0.026069, -0.0048676, 0.026069, 0.0058747, , , , , , , , , , , , , , , , , , , , , , 
0.0265345, -0.0231632, 0.0295962, -0.0030213, 0.7695, 102.2561035, 0.7695, 167.1341553, 0.7695, 57.1951218, 0.0265345, -0.0058747, 0.0265345, 0.0193027, 0.0265345, -0.0508583, 0.0265345, -0.0914778, 0.0265345, -0.0058747, 0.0265345, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.027, -0.0236667, 0.0301154, -0.0018463, 0.783, 57.3780518, 0.783, 86.5243912, 0.783, 72.7439041, 0.027, -0.002182, 0.027, 0.0193027, 0.027, -0.0594186, 0.027, -0.0961776, 0.027, -0.0068818, 0.027, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.0274655, -0.0270237, 0.0306346, -0.0018463, 0.7965, 56.5243912, 0.7965, 74.5121994, 0.7965, 43.1707344, 0.0274655, -0.0015106, 0.0274655, 0.0176242, 0.0274655, -0.0619364, 0.0274655, -0.0931563, 0.0274655, -0.0045319, 0.0274655, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.027931, -0.0290379, 0.0311538, -0.0045319, 0.81, 62.7439041, 0.81, 109.5121994, 0.81, 48.2317085, 0.027931, -0.003357, 0.027931, 0.0164492, 0.027931, -0.0574044, 0.027931, -0.0914778, 0.027931, -0.0023499, 0.027931, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.0283966, -0.0263523, 0.0316731, -0.0099031, 0.8235, -12.2560978, 0.8235, 124.8780518, 0.8235, 94.6341476, 0.0283966, -0.0058747, 0.0283966, 0.0159457, 0.0283966, -0.0525368, 0.0283966, -0.0914778, 0.0283966, -0.0028534, 0.0283966, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
0.0288621, -0.0250095, 0.0321923, -0.0176242, 0.837, 6.7073174, 0.837, -81.0975647, 0.837, 164.3902435, 0.0288621, -0.0068818, 0.0288621, 0.0152743, 0.0288621, -0.0491798, 0.0288621, -0.0861067, 0.0288621, -0.005539, 0.0288621, 0.0129244, , , , , , , , , , , , , , , , , , , , , , 
0.0293276, -0.0253452, 0.0327115, -0.0236667, 0.8505, 214.512207, 0.8505, -224.6341553, 0.8505, 187.8048859, 0.0293276, -0.0063783, 0.0293276, 0.0152743, 0.0293276, -0.0475013, 0.0293276, -0.0659648, 0.0293276, -0.0068818, 0.0293276, 0.030045, , , , , , , , , , , , , , , , , , , , , , 
0.0297931, -0.0246738, 0.0332308, -0.0260166, 0.864, 326.5853882, 0.864, -449.8780518, 0.864, 106.5853653, 0.0297931, -0.0058747, 0.0297931, 0.0166171, 0.0297931, -0.0458228, 0.0297931, -0.0198062, 0.0297931, -0.0068818, 0.0297931, 0.0293736, , , , , , , , , , , , , , , , , , , , , , 
0.0302586, -0.0223239, 0.03375, -0.0271916, 0.8775, 444.8780518, 0.8775, -542.0731812, 0.8775, -88.9634171, 0.0302586, -0.0075532, 0.0302586, 0.0171206, 0.0302586, -0.0407874, 0.0302586, 0.0421302, 0.0302586, -0.0068818, 0.0302586, 0.0213169, , , , , , , , , , , , , , , , , , , , , , 
0.0307241, -0.0203098, 0.0342692, -0.0273594, 0.891, 596.7683105, 0.891, -219.0853729, 0.891, -145.0609741, 0.0307241, -0.0075532, 0.0307241, 0.0172885, 0.0307241, -0.0337377, 0.0307241, 0.0810712, 0.0307241, -0.0058747, 0.0307241, 0.0167849, , , , , , , , , , , , , , , , , , , , , , 
0.0311897, -0.0196384, 0.0347885, -0.0273594, 0.9045, 694.3292847, 0.9045, -94.3292694, 0.9045, -114.5121994, 0.0311897, -0.0048676, 0.0311897, 0.0179599, 0.0311897, -0.0317235, 0.0311897, 0.0703288, 0.0311897, -0.0041962, 0.0311897, 0.0159457, , , , , , , , , , , , , , , , , , , , , , 
0.0316552, -0.0206455, 0.0353077, -0.0256809, 0.918, 524.2073364, 0.918, -80.1219559, 0.918, -147.5, 0.0316552, -0.0015106, 0.0316552, 0.0176242, 0.0316552, -0.0330663, 0.0316552, 0.0307164, 0.0316552, -0.0031891, 0.0316552, 0.0129244, , , , , , , , , , , , , , , , , , , , , , 
0.0321207, -0.0219883, 0.0358269, -0.0223239, 0.9315, 639.0853882, 0.9315, -85.2439041, 0.9315, -169.3902435, 0.0321207, 0.0005035, 0.0321207, 0.0167849, 0.0321207, -0.0310521, 0.0321207, -0.0099031, 0.0321207, -0.0025177, 0.0321207, 0.0092317, , , , , , , , , , , , , , , , , , , , , , 
0.0325862, -0.023331, 0.0363462, -0.0216526, 0.945, 702.5609741, 0.945, -167.6829376, 0.945, -167.1341553, 0.0325862, 0.0008392, 0.0325862, 0.0159457, 0.0325862, -0.0243381, 0.0325862, -0.0491798, 0.0325862, -0.0010071, 0.0325862, 0.0068818, , , , , , , , , , , , , , , , , , , , , , 
0.0330517, -0.0236667, 0.0368654, -0.0219883, 0.9585, 615.2438965, 0.9585, -140.2439117, 0.9585, -274.5731812, 0.0330517, 0.0005035, 0.0330517, 0.0169528, 0.0330517, -0.0169528, 0.0330517, -0.0750286, 0.0330517, -0.0001678, 0.0330517, 0.0023499, , , , , , , , , , , , , , , , , , , , , , 
0.0335172, -0.0238346, 0.0373846, -0.0204776, 0.972, 597.2561035, 0.972, -35.3658562, 0.972, -281.0975647, 0.0335172, -0.0011749, 0.0335172, 0.0172885, 0.0335172, -0.012253, 0.0335172, -0.0753643, 0.0335172, 0.0011749, 0.0335172, -0.0063783, , , , , , , , , , , , , , , , , , , , , , 
0.0339828, -0.023331, 0.0379038, -0.0209812, 0.9855, 326.0975647, 0.9855, 93.4756088, 0.9855, -189.4512177, 0.0339828, -0.0031891, 0.0339828, 0.0171206, 0.0339828, -0.0097353, 0.0339828, -0.0607614, 0.0339828, 0.0015106, 0.0339828, -0.0184634, , , , , , , , , , , , , , , , , , , , , , 
0.0344483, -0.0209812, 0.0384231, -0.0216526, 0.999, 172.9268341, 0.999, 88.3536606, 0.999, -30.1829281, 0.0344483, -0.0045319, 0.0344483, 0.0172885, 0.0344483, -0.010071, 0.0344483, -0.0532082, 0.0344483, 0.0005035, 0.0344483, -0.0317235, , , , , , , , , , , , , , , , , , , , , , 
0.0349138, -0.0179599, 0.0389423, -0.0216526, 1.0125, 183.5975647, 1.0125, 192.1341553, 1.0125, 61.8292694, 0.0349138, -0.0048676, 0.0349138, 0.0179599, 0.0349138, -0.0149386, 0.0349138, -0.0558938, 0.0349138, -0.0010071, 0.0349138, -0.0424659, , , , , , , , , , , , , , , , , , , , , , 
0.0353793, -0.0149386, 0.0394615, -0.0203098, 1.026, 55.9756126, 1.026, 104.7561035, 1.026, 112.1951218, 0.0353793, -0.0045319, 0.0353793, 0.0179599, 0.0353793, -0.0219883, 0.0353793, -0.054551, 0.0353793, -0.0008392, 0.0353793, -0.0572366, , , , , , , , , , , , , , , , , , , , , , 
0.0358448, -0.0129244, 0.0399808, -0.0159457, 1.0395, -47.7439041, 1.0395, 90.8536606, 1.0395, 105.7317123, 0.0358448, -0.0048676, 0.0358448, 0.0169528, 0.0358448, -0.0261845, 0.0358448, -0.0441444, 0.0358448, -0.0005035, 0.0358448, -0.0837568, , , , , , , , , , , , , , , , , , , , , , 
0.0363103, -0.0117494, 0.0405, -0.0099031, 1.053, -269.8170776, 1.053, 237.3170776, 1.053, 144.146347, 0.0363103, -0.0063783, 0.0363103, 0.0179599, 0.0363103, -0.0238346, 0.0363103, -0.0323949, 0.0363103, -0.0010071, 0.0363103, -0.1055772, , , , , , , , , , , , , , , , , , , , , , 
0.0367759, -0.0129244, 0.0410192, -0.0052033, 1.0665, -399.0244141, 1.0665, 181.7682953, 1.0665, 203.6585388, 0.0367759, -0.0062104, 0.0367759, 0.0191348, 0.0367759, -0.0169528, 0.0367759, -0.026688, 0.0367759, -0.0018463, 0.0367759, -0.1075914, , , , , , , , , , , , , , , , , , , , , , 
0.0372414, -0.0159457, 0.0415385, -0.0048676, 1.08, -630.7927246, 1.08, -26.280489, 1.08, 344.9390259, 0.0372414, -0.005539, 0.0372414, 0.0203098, 0.0372414, -0.0109102, 0.0372414, -0.0270237, 0.0372414, -0.0015106, 0.0372414, -0.1072557, , , , , , , , , , , , , , , , , , , , , , 
0.0377069, -0.0179599, 0.0420577, -0.0085603, 1.0935, -829.3902588, 1.0935, 72.1951218, 1.0935, 562.8048706, 0.0377069, -0.0062104, 0.0377069, 0.0203098, 0.0377069, -0.0070497, 0.0377069, -0.0298772, 0.0377069, -0.002182, 0.0377069, -0.13579, , , , , , , , , , , , , , , , , , , , , , 
0.0381724, -0.0203098, 0.0425769, -0.0152743, 1.107, -903.7805176, 1.107, 267.6219482, 1.107, 635.6097412, 0.0381724, -0.0068818, 0.0381724, 0.0209812, 0.0381724, -0.0075532, 0.0381724, -0.0317235, 0.0381724, -0.0028534, 0.0381724, -0.178088, , , , , , , , , , , , , , , , , , , , , , 
0.0386379, -0.0226596, 0.0430962, -0.012253, 1.1205, -1067.7438965, 1.1205, 184.5731812, 1.1205, 629.4512329, 0.0386379, -0.0083925, 0.0386379, 0.0213169, 0.0386379, -0.0105745, 0.0386379, -0.0317235, 0.0386379, -0.0030213, 0.0386379, -0.1834592, , , , , , , , , , , , , , , , , , , , , , 
0.0391034, -0.023331, 0.0436154, 0.0092317, 1.134, -1288.2316895, 1.134, 22.0731716, 1.134, 490.1219482, 0.0391034, -0.0090639, 0.0391034, 0.0219883, 0.0391034, -0.01561, 0.0391034, -0.0293736, 0.0391034, -0.0028534, 0.0391034, -0.1532464, , , , , , , , , , , , , , , , , , , , , , 
0.039569, -0.0236667, 0.0441346, 0.0236667, 1.1475, -1301.5244141, 1.1475, -150, 1.1475, 423.2926941, 0.039569, -0.0078889, 0.039569, 0.0214847, 0.039569, -0.0229953, 0.039569, -0.026688, 0.039569, -0.0015106, 0.039569, -0.1411612, , , , , , , , , , , , , , , , , , , , , , 
0.0400345, -0.023331, 0.0446538, -0.0018463, 1.161, -938.9024658, 1.161, 1113.5975342, 1.161, 424.3902588, 0.0400345, -0.0068818, 0.0400345, 0.0206455, 0.0400345, -0.0297093, 0.0400345, -0.0251774, 0.0400345, -0.0001678, 0.0400345, -0.1441825, , , , , , , , , , , , , , , , , , , , , , 
0.0405, -0.0209812, 0.0451731, -0.0428016, 1.1745, -681.8902588, 1.1745, 607.9268188, 1.1745, -582.3170776, 0.0405, -0.0063783, 0.0405, 0.018967, 0.0405, -0.0350805, 0.0405, -0.0238346, 0.0405, 0.0016785, 0.0405, -0.0985275, , , , , , , , , , , , , , , , , , , , , , 
0.0409655, -0.0196384, 0.0456923, -0.0626078, 1.188, -902.3780518, 1.188, -1284.512207, 1.188, -184.0853729, 0.0409655, -0.0035248, 0.0409655, 0.017792, 0.0409655, -0.0377661, 0.0409655, -0.018967, 0.0409655, 0.002182, 0.0409655, -0.0070497, , , , , , , , , , , , , , , , , , , , , , 
0.041431, -0.0219883, 0.0462115, -0.0696574, 1.2015, -646.8292847, 1.2015, -621.7073364, 1.2015, -382.7438965, 0.041431, -0.0008392, 0.041431, 0.0179599, 0.041431, -0.0397803, 0.041431, -0.0135958, 0.041431, -0.0001678, 0.041431, 0.0414588, , , , , , , , , , , , , , , , , , , , , , 
0.0418966, -0.0236667, 0.0467308, -0.0663005, 1.215, -909.6341553, 1.215, -613.3536987, 1.215, -113.5365906, 0.0418966, -0.0006714, 0.0418966, 0.0193027, 0.0418966, -0.0391089, 0.0418966, -0.0109102, 0.0418966, -0.0008392, 0.0418966, 0.0414588, , , , , , , , , , , , , , , , , , , , , , 
0.0423621, -0.023331, 0.04725, -0.0428016, 1.2285, -624.8780518, 1.2285, 795.975647, 1.2285, 57.5609779, 0.0423621, -0.002182, 0.0423621, 0.0199741, 0.0423621, -0.033402, 0.0423621, -0.0092317, 0.0423621, -0.0008392, 0.0423621, 0.0417945, , , , , , , , , , , , , , , , , , , , , , 
0.0428276, -0.024506, 0.0477692, -0.0115816, 1.242, -585.3658447, 1.242, 710.0609741, 1.242, -321.1585388, 0.0428276, -0.0045319, 0.0428276, 0.0191348, 0.0428276, -0.0238346, 0.0428276, -0.0062104, 0.0428276, -0.0015106, 0.0428276, 0.0381018, , , , , , , , , , , , , , , , , , , , , , 
0.0432931, -0.0287022, 0.0482885, -0.0041962, 1.2555, -266.4024353, 1.2555, -732.4390259, 1.2555, -269.3902588, 0.0432931, -0.0062104, 0.0432931, 0.0184634, 0.0432931, -0.0146029, 0.0432931, -0.0031891, 0.0432931, -0.0005035, 0.0432931, 0.0092317, , , , , , , , , , , , , , , , , , , , , , 
0.0437586, -0.0323949, 0.0488077, -0.0142672, 1.269, -191.5243988, 1.269, -469.4512329, 1.269, -244.6341553, 0.0437586, -0.0068818, 0.0437586, 0.0179599, 0.0437586, -0.0092317, 0.0437586, 0.0011749, 0.0437586, 0.0015106, 0.0437586, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.0442241, -0.0317235, 0.0493269, -0.018967, 1.2825, 116.0975647, 1.2825, -593.3536987, 1.2825, -293.6585388, 0.0442241, -0.0060426, 0.0442241, 0.0179599, 0.0442241, -0.0070497, 0.0442241, 0.0045319, 0.0442241, 0.0031891, 0.0442241, -0.0117494, , , , , , , , , , , , , , , , , , , , , , 
0.0446897, -0.0256809, 0.0498462, -0.0146029, 1.296, 211.8902435, 1.296, -735.4268188, 1.296, -278.5365906, 0.0446897, -0.005539, 0.0446897, 0.0186313, 0.0446897, -0.0050355, 0.0446897, 0.0035248, 0.0446897, 0.0031891, 0.0446897, 0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.0451552, -0.0176242, 0.0503654, -0.0075532, 1.3095, 164.0243988, 1.3095, -872.012207, 1.3095, -190.3048859, 0.0451552, -0.0050355, 0.0451552, 0.0199741, 0.0451552, -0.0040284, 0.0451552, 0.0045319, 0.0451552, 0.0030213, 0.0451552, 0.0488441, , , , , , , , , , , , , , , , , , , , , , 
0.0456207, -0.0119173, 0.0508846, -0.0011749, 1.323, 70.7926865, 1.323, -783.4146729, 1.323, -177.9268341, 0.0456207, -0.0041962, 0.0456207, 0.0194705, 0.0456207, -0.0048676, 0.0456207, 0.002182, 0.0456207, 0.0025177, 0.0456207, 0.0827497, , , , , , , , , , , , , , , , , , , , , , 
0.0460862, -0.0095674, 0.0514038, -0.0008392, 1.3365, 94.7561035, 1.3365, -278.5975647, 1.3365, -193.2317047, 0.0460862, -0.0048676, 0.0460862, 0.0191348, 0.0460862, -0.0075532, 0.0460862, -0.0139315, 0.0460862, 0.0028534, 0.0460862, 0.1089342, , , , , , , , , , , , , , , , , , , , , , 
0.0465517, -0.0109102, 0.0519231, -0.0025177, 1.35, -4.2682929, 1.35, -118.3536606, 1.35, -175, 0.0465517, -0.005539, 0.0465517, 0.0186313, 0.0465517, -0.011078, 0.0465517, -0.0370947, 0.0465517, 0.0025177, 0.0465517, 0.1117876, , , , , , , , , , , , , , , , , , , , , , 
0.0470172, -0.0119173, 0.0524423, -0.0023499, 1.3635, 2.5609756, 1.3635, 215.3048859, 1.3635, -182.0121918, 0.0470172, -0.005539, 0.0470172, 0.0182956, 0.0470172, -0.0135958, 0.0470172, -0.0448157, 0.0470172, 0.0008392, 0.0470172, 0.0908064, , , , , , , , , , , , , , , , , , , , , , 
0.0474828, -0.0129244, 0.0529615, -0.0035248, 1.377, -5.2439027, 1.377, 90.9756088, 1.377, -178.0487823, 0.0474828, -0.0045319, 0.0474828, 0.0186313, 0.0474828, -0.0152743, 0.0474828, -0.0337377, 0.0474828, -0.0025177, 0.0474828, 0.0636149, , , , , , , , , , , , , , , , , , , , , , 
0.0479483, -0.0149386, 0.0534808, -0.0023499, 1.3905, -20.9146347, 1.3905, -0.4268293, 1.3905, -169.146347, 0.0479483, -0.0041962, 0.0479483, 0.0186313, 0.0479483, -0.0171206, 0.0479483, -0.023331, 0.0479483, -0.005539, 0.0479483, 0.0542153, , , , , , , , , , , , , , , , , , , , , , 
0.0484138, -0.0149386, 0.054, -0.0001678, 1.404, -27.0731716, 1.404, 10.6097565, 1.404, -176.8902435, 0.0484138, -0.0035248, 0.0484138, 0.0172885, 0.0484138, -0.0176242, 0.0484138, -0.0318914, 0.0484138, -0.0068818, 0.0484138, 0.0696574, , , , , , , , , , , , , , , , , , , , , , 
0.0488793, -0.0132601, 0.0545192, 0.0028534, 1.4175, -30.7317085, 1.4175, -41.9512215, 1.4175, -211.7073212, 0.0488793, -0.0025177, 0.0488793, 0.0179599, 0.0488793, -0.0171206, 0.0488793, -0.0491798, 0.0488793, -0.0058747, 0.0488793, 0.0874495, , , , , , , , , , , , , , , , , , , , , , 
0.0493448, -0.0112459, 0.0550385, 0.0052033, 1.431, 37.6829262, 1.431, -83.3536606, 1.431, -212.6829376, 0.0493448, -0.0015106, 0.0493448, 0.0186313, 0.0493448, -0.0171206, 0.0493448, -0.0532082, 0.0493448, -0.0057069, 0.0493448, 0.085771, , , , , , , , , , , , , , , , , , , , , , 
0.0498103, -0.0115816, 0.0555577, 0.0057069, 1.4445, 120.7317123, 1.4445, -70.5487823, 1.4445, -164.7561035, 0.0498103, -0.002182, 0.0498103, 0.018967, 0.0498103, -0.0176242, 0.0498103, -0.0475013, 0.0498103, -0.0068818, 0.0498103, 0.072343, , , , , , , , , , , , , , , , , , , , , , 
0.0502759, -0.0142672, 0.0560769, 0.0038605, 1.458, 87.3170776, 1.458, -145.6707306, 1.458, -156.7073212, 0.0502759, -0.0031891, 0.0502759, 0.0182956, 0.0502759, -0.0182956, 0.0502759, -0.0468299, 0.0502759, -0.0075532, 0.0502759, 0.0574044, , , , , , , , , , , , , , , , , , , , , , 
0.0507414, -0.0162814, 0.0565962, -0.0001678, 1.4715, 83.4756088, 1.4715, -210.9756165, 1.4715, -184.2682953, 0.0507414, -0.0045319, 0.0507414, 0.0179599, 0.0507414, -0.0193027, 0.0507414, -0.0522011, 0.0507414, -0.0078889, 0.0507414, 0.0464942, , , , , , , , , , , , , , , , , , , , , , 
0.0512069, -0.0135958, 0.0571154, -0.0041962, 1.485, 84.0243912, 1.485, -212.86586, 1.485, -212.86586, 0.0512069, -0.0052033, 0.0512069, 0.0179599, 0.0512069, -0.0209812, 0.0512069, -0.0565652, 0.0512069, -0.0082246, 0.0512069, 0.0428016, , , , , , , , , , , , , , , , , , , , , , 
0.0516724, -0.0095674, 0.0576346, -0.0078889, 1.4985, 29.3292694, 1.4985, -251.1585388, 1.4985, -209.8170776, 0.0516724, -0.0038605, 0.0516724, 0.0182956, 0.0516724, -0.023331, 0.0516724, -0.0632792, 0.0516724, -0.0095674, 0.0516724, 0.0454871, , , , , , , , , , , , , , , , , , , , , , 
0.0521379, -0.0082246, 0.0581538, -0.0109102, 1.512, 103.3536606, 1.512, -201.4634247, 1.512, -197.6219482, 0.0521379, -0.0035248, 0.0521379, 0.0186313, 0.0521379, -0.0271916, 0.0521379, -0.0746929, 0.0521379, -0.0104067, 0.0521379, 0.0491798, , , , , , , , , , , , , , , , , , , , , , 
0.0526034, -0.0068818, 0.0586731, -0.0127565, 1.5255, 87.5609741, 1.5255, -160.3048859, 1.5255, -168.2926941, 0.0526034, -0.0028534, 0.0526034, 0.0186313, 0.0526034, -0.0364233, 0.0526034, -0.0847639, 0.0526034, -0.0095674, 0.0526034, 0.0454871, , , , , , , , , , , , , , , , , , , , , , 
0.053069, -0.0057069, 0.0591923, -0.0109102, 1.539, 122.1951218, 1.539, -99.6951218, 1.539, -115.2439041, 0.053069, -0.0028534, 0.053069, 0.017792, 0.053069, -0.0451514, 0.053069, -0.0894636, 0.053069, -0.0077211, 0.053069, 0.030045, , , , , , , , , , , , , , , , , , , , , , 
0.0535345, -0.0050355, 0.0597115, -0.0058747, 1.5525, 133.4146423, 1.5525, -9.5121956, 1.5525, -147.9878082, 0.0535345, -0.0028534, 0.0535345, 0.0169528, 0.0535345, -0.0471656, 0.0535345, -0.0866102, 0.0535345, -0.0082246, 0.0535345, 0.0083925, , , , , , , , , , , , , , , , , , , , , , 
0.054, -0.0038605, 0.0602308, -0.0052033, 1.566, 49.0243912, 1.566, -89.3292694, 1.566, -167.1341553, 0.054, 0.0006714, 0.054, 0.0159457, 0.054, -0.040116, 0.054, -0.0746929, 0.054, -0.008896, 0.054, -0.0072175, , , , , , , , , , , , , , , , , , , , , , 
0.0544655, -0.0031891, 0.06075, -0.0082246, 1.5795, 27.5, 1.5795, -136.3414612, 1.5795, -147.2561035, 0.0544655, 0.0038605, 0.0544655, 0.0166171, 0.0544655, -0.0290379, 0.0544655, -0.0493477, 0.0544655, -0.0082246, 0.0544655, -0.0083925, , , , , , , , , , , , , , , , , , , , , , 
0.054931, -0.0045319, 0.0612692, -0.0070497, 1.593, 55.1219521, 1.593, -156.3414612, 1.593, -120.18293, 0.054931, 0.0045319, 0.054931, 0.0179599, 0.054931, -0.018967, 0.054931, -0.0146029, 0.054931, -0.0082246, 0.054931, -0.0038605, , , , , , , , , , , , , , , , , , , , , , 
0.0553966, -0.0048676, 0.0617885, -0.0065461, 1.6065, 83.7804871, 1.6065, -94.0243912, 1.6065, -101.8292694, 0.0553966, 0.0036927, 0.0553966, 0.0184634, 0.0553966, -0.011078, 0.0553966, 0.0193027, 0.0553966, -0.0072175, 0.0553966, -0.002182, , , , , , , , , , , , , , , , , , , , , , 
0.0558621, -0.0075532, 0.0623077, -0.008896, 1.62, 78.2317123, 1.62, -47.8658562, 1.62, -92.5609741, 0.0558621, 0.0018463, 0.0558621, 0.0182956, 0.0558621, -0.005539, 0.0558621, 0.042298, 0.0558621, -0.0062104, 0.0558621, -0.0035248, , , , , , , , , , , , , , , , , , , , , , 
0.0563276, -0.0102388, 0.0628269, -0.0109102, 1.6335, 78.6585388, 1.6335, -21.5853672, 1.6335, -102.5, 0.0563276, -0.0008392, 0.0563276, 0.0179599, 0.0563276, -0.0028534, 0.0563276, 0.0522011, 0.0563276, -0.0058747, 0.0563276, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
0.0567931, -0.0109102, 0.0633462, -0.0109102, 1.647, 89.8780518, 1.647, 49.3902435, 1.647, -94.146347, 0.0567931, -0.0031891, 0.0567931, 0.0184634, 0.0567931, -0.0062104, 0.0567931, 0.0421302, 0.0567931, -0.0048676, 0.0567931, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.0572586, -0.0102388, 0.0638654, -0.0109102, 1.6605, 94.6341476, 1.6605, 69.6341476, 1.6605, -69.7560959, 0.0572586, -0.0052033, 0.0572586, 0.0184634, 0.0572586, -0.014435, 0.0572586, 0.0172885, 0.0572586, -0.0052033, 0.0572586, -0.0303807, , , , , , , , , , , , , , , , , , , , , , 
0.0577241, -0.008896, 0.0643846, -0.0109102, 1.674, 99.2073212, 1.674, 21.9512196, 1.674, -58.0487823, 0.0577241, -0.0068818, 0.0577241, 0.0186313, 0.0577241, -0.0213169, 0.0577241, -0.0095674, 0.0577241, -0.0062104, 0.0577241, -0.0438087, , , , , , , , , , , , , , , , , , , , , , 
0.0581897, -0.0082246, 0.0649038, -0.0095674, 1.6875, 119.5121994, 1.6875, 19.7560978, 1.6875, -68.5975647, 0.0581897, -0.0090639, 0.0581897, 0.018967, 0.0581897, -0.0240024, 0.0581897, -0.0229953, 0.0581897, -0.0068818, 0.0581897, -0.0525368, , , , , , , , , , , , , , , , , , , , , , 
0.0586552, -0.0097353, 0.0654231, -0.0072175, 1.701, 127.5, 1.701, 92.2561035, 1.701, -77.3170776, 0.0586552, -0.0095674, 0.0586552, 0.0186313, 0.0586552, -0.0248417, 0.0586552, -0.023331, 0.0586552, -0.0058747, 0.0586552, -0.0548867, , , , , , , , , , , , , , , , , , , , , , 
0.0591207, -0.0102388, 0.0659423, -0.0099031, 1.7145, 128.1707306, 1.7145, 70, 1.7145, -67.4390259, 0.0591207, -0.0072175, 0.0591207, 0.0172885, 0.0591207, -0.0243381, 0.0591207, -0.0172885, 0.0591207, -0.0052033, 0.0591207, -0.0542153, , , , , , , , , , , , , , , , , , , , , , 
0.0595862, -0.0085603, 0.0664615, -0.0135958, 1.728, 145.7317047, 1.728, -55.9146347, 1.728, -55.1219521, 0.0595862, -0.0057069, 0.0595862, 0.0164492, 0.0595862, -0.0243381, 0.0595862, -0.0041962, 0.0595862, -0.0058747, 0.0595862, -0.0548867, , , , , , , , , , , , , , , , , , , , , , 
0.0600517, -0.0082246, 0.0669808, -0.0142672, 1.7415, 147.1341553, 1.7415, -109.0243912, 1.7415, -50.1219521, 0.0600517, -0.0062104, 0.0600517, 0.0179599, 0.0600517, -0.0236667, 0.0600517, 0.0146029, 0.0600517, -0.005539, 0.0600517, -0.0575723, , , , , , , , , , , , , , , , , , , , , , 
0.0605172, -0.0109102, 0.0675, -0.0117494, 1.755, 145.8536682, 1.755, -110.4268341, 1.755, -48.841465, 0.0605172, -0.0070497, 0.0605172, 0.0186313, 0.0605172, -0.0260166, 0.0605172, 0.0253452, 0.0605172, -0.0038605, 0.0605172, -0.0595865, , , , , , , , , , , , , , , , , , , , , , 
0.0609828, -0.0142672, 0.0680192, -0.008896, 1.7685, 150.5487823, 1.7685, -90.8536606, 1.7685, -50.7317085, 0.0609828, -0.0062104, 0.0609828, 0.017792, 0.0609828, -0.0340734, 0.0609828, 0.0203098, 0.0609828, -0.0028534, 0.0609828, -0.0599222, , , , , , , , , , , , , , , , , , , , , , 
