Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:01:37 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
3.7716207, -0.0146029, 4.2068077, -0.0085603, , , , , , , 3.7716207, -0.0243381, 3.7716207, 0.0218204, 3.7716207, -0.0276951, 3.7716207, -0.0226596, 3.7716207, -0.0035248, 3.7716207, -0.0016785, , , , , , , , , , , , , , , , , , , , , , 
3.7720862, -0.0119173, 4.2073269, -0.008896, , , , , , , 3.7720862, -0.0229953, 3.7720862, 0.0213169, 3.7720862, -0.0292058, 3.7720862, -0.0193027, 3.7720862, -0.0035248, 3.7720862, -0.0035248, , , , , , , , , , , , , , , , , , , , , , 
3.7725517, -0.0095674, 4.2078462, -0.0092317, , , , , , , 3.7725517, -0.0216526, 3.7725517, 0.0199741, 3.7725517, -0.0293736, 3.7725517, -0.0164492, 3.7725517, -0.0035248, 3.7725517, -0.0048676, , , , , , , , , , , , , , , , , , , , , , 
3.7730172, -0.0095674, 4.2083654, -0.0115816, , , , , , , 3.7730172, -0.0219883, 3.7730172, 0.0198062, 3.7730172, -0.0273594, 3.7730172, -0.0176242, 3.7730172, -0.0048676, 3.7730172, -0.0062104, , , , , , , , , , , , , , , , , , , , , , 
3.7734828, -0.0112459, 4.2088846, -0.0149386, , , , , , , 3.7734828, -0.0213169, 3.7734828, 0.0199741, 3.7734828, -0.0256809, 3.7734828, -0.0196384, 3.7734828, -0.0052033, 3.7734828, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
3.7739483, -0.012253, 4.2094038, -0.01561, , , , , , , 3.7739483, -0.0209812, 3.7739483, 0.0199741, 3.7739483, -0.0243381, 3.7739483, -0.0169528, 3.7739483, -0.0041962, 3.7739483, -0.0082246, , , , , , , , , , , , , , , , , , , , , , 
3.7744138, -0.0124208, 4.2099231, -0.0139315, , , , , , , 3.7744138, -0.0219883, 3.7744138, 0.0199741, 3.7744138, -0.024506, 3.7744138, -0.0149386, 3.7744138, -0.0028534, 3.7744138, -0.0099031, , , , , , , , , , , , , , , , , , , , , , 
3.7748793, -0.0142672, 4.2104423, -0.0115816, , , , , , , 3.7748793, -0.0236667, 3.7748793, 0.0186313, 3.7748793, -0.0253452, 3.7748793, -0.0166171, 3.7748793, -0.0035248, 3.7748793, -0.0115816, , , , , , , , , , , , , , , , , , , , , , 
3.7753448, -0.0159457, 4.2109615, -0.0109102, , , , , , , 3.7753448, -0.0243381, 3.7753448, 0.0046998, 3.7753448, -0.0260166, 3.7753448, -0.0203098, 3.7753448, -0.0036927, 3.7753448, -0.0125887, , , , , , , , , , , , , , , , , , , , , , 
3.7758103, -0.0169528, 4.2114808, -0.0104067, , , , , , , 3.7758103, -0.0238346, 3.7758103, -0.0298772, 3.7758103, -0.0256809, 3.7758103, -0.0243381, 3.7758103, -0.0031891, 3.7758103, -0.0135958, , , , , , , , , , , , , , , , , , , , , , 
3.7762759, -0.0171206, 4.212, -0.0105745, , , , , , , 3.7762759, -0.023331, 3.7762759, -0.0587472, 3.7762759, -0.0251774, 3.7762759, -0.0273594, 3.7762759, -0.002182, 3.7762759, -0.014435, , , , , , , , , , , , , , , , , , , , , , 
3.7767414, -0.0166171, 4.2125192, -0.0127565, , , , , , , 3.7767414, -0.023331, 3.7767414, -0.0663005, 3.7767414, -0.024506, 3.7767414, -0.0307164, 3.7767414, -0.0008392, 3.7767414, -0.0125887, , , , , , , , , , , , , , , , , , , , , , 
3.7772069, -0.0159457, 4.2130385, -0.0152743, , , , , , , 3.7772069, -0.0224918, 3.7772069, -0.0605936, 3.7772069, -0.0243381, 3.7772069, -0.0360876, 3.7772069, -0.0008392, 3.7772069, -0.0092317, , , , , , , , , , , , , , , , , , , , , , 
3.7776724, -0.0135958, 4.2135577, -0.0166171, , , , , , , 3.7776724, -0.0213169, 3.7776724, -0.0572366, 3.7776724, -0.0251774, 3.7776724, -0.0397803, 3.7776724, -0.0025177, 3.7776724, -0.0070497, , , , , , , , , , , , , , , , , , , , , , 
3.7781379, -0.0124208, 4.2140769, -0.0162814, , , , , , , 3.7781379, -0.0213169, 3.7781379, -0.0575723, 3.7781379, -0.0250095, 3.7781379, -0.0412909, 3.7781379, -0.0025177, 3.7781379, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
3.7786034, -0.0135958, 4.2145962, -0.0146029, , , , , , , 3.7786034, -0.0216526, 3.7786034, -0.0535439, 3.7786034, -0.023331, 3.7786034, -0.0431373, 3.7786034, -0.0003357, 3.7786034, -0.0085603, , , , , , , , , , , , , , , , , , , , , , 
3.779069, -0.0146029, 4.2151154, -0.0146029, , , , , , , 3.779069, -0.0206455, 3.779069, -0.0473335, 3.779069, -0.0226596, 3.779069, -0.0424659, 3.779069, -0.0008392, 3.779069, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
3.7795345, -0.0142672, 4.2156346, -0.0162814, , , , , , , 3.7795345, -0.0176242, 3.7795345, -0.0433051, 3.7795345, -0.0226596, 3.7795345, -0.0406195, 3.7795345, -0.002182, 3.7795345, -0.0102388, , , , , , , , , , , , , , , , , , , , , , 
3.78, -0.0117494, 4.2161538, -0.0157778, , , , , , , 3.78, -0.0127565, 3.78, -0.0411231, 3.78, -0.0243381, 3.78, -0.0381018, 3.78, -0.0028534, 3.78, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
3.7804655, -0.0075532, 4.2166731, -0.0142672, , , , , , , 3.7804655, -0.0099031, 3.7804655, -0.0394446, 3.7804655, -0.0253452, 3.7804655, -0.0350805, 3.7804655, -0.0015106, 3.7804655, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
3.780931, -0.0058747, 4.2171923, -0.0139315, , , , , , , 3.780931, -0.0075532, 3.780931, -0.0344091, 3.780931, -0.0250095, 3.780931, -0.0340734, 3.780931, -0.0001678, 3.780931, -0.0238346, , , , , , , , , , , , , , , , , , , , , , 
3.7813966, -0.0058747, 4.2177115, -0.0152743, , , , , , , 3.7813966, -0.0065461, 3.7813966, -0.0263523, 3.7813966, -0.0260166, 3.7813966, -0.0339055, 3.7813966, 0.0001678, 3.7813966, -0.0283665, , , , , , , , , , , , , , , , , , , , , , 
3.7818621, -0.0068818, 4.2182308, -0.0171206, , , , , , , 3.7818621, -0.005539, 3.7818621, -0.0179599, 3.7818621, -0.0276951, 3.7818621, -0.033402, 3.7818621, -0.0005035, 3.7818621, -0.0354162, , , , , , , , , , , , , , , , , , , , , , 
3.7823276, -0.0062104, 4.21875, -0.0176242, , , , , , , 3.7823276, -0.002182, 3.7823276, -0.0104067, 3.7823276, -0.0285344, 3.7823276, -0.0330663, 3.7823276, -0.0003357, 3.7823276, -0.0431373, , , , , , , , , , , , , , , , , , , , , , 
3.7827931, -0.0045319, 4.2192692, -0.0146029, , , , , , , 3.7827931, 0.0001678, 3.7827931, -0.0005035, 3.7827931, -0.0290379, 3.7827931, -0.0323949, 3.7827931, 0.0005035, 3.7827931, -0.0481727, , , , , , , , , , , , , , , , , , , , , , 
3.7832586, -0.0035248, 4.2197885, -0.012253, , , , , , , 3.7832586, 0.0001678, 3.7832586, 0.0083925, 3.7832586, -0.030045, 3.7832586, -0.0283665, 3.7832586, 0.0018463, 3.7832586, -0.0500191, , , , , , , , , , , , , , , , , , , , , , 
3.7837241, -0.0031891, 4.2203077, -0.0115816, , , , , , , 3.7837241, -0.003357, 3.7837241, 0.0125887, 3.7837241, -0.0298772, 3.7837241, -0.0224918, 3.7837241, -0.0008392, 3.7837241, -0.0506905, , , , , , , , , , , , , , , , , , , , , , 
3.7841897, -0.0035248, 4.2208269, -0.0102388, , , , , , , 3.7841897, -0.0065461, 3.7841897, 0.0159457, 3.7841897, -0.0303807, 3.7841897, -0.0179599, 3.7841897, -0.0031891, 3.7841897, -0.0506905, , , , , , , , , , , , , , , , , , , , , , 
3.7846552, -0.0041962, 4.2213462, -0.008896, , , , , , , 3.7846552, -0.0065461, 3.7846552, 0.0199741, 3.7846552, -0.0313878, 3.7846552, -0.0176242, 3.7846552, -0.0041962, 3.7846552, -0.0485084, , , , , , , , , , , , , , , , , , , , , , 
3.7851207, -0.0048676, 4.2218654, -0.0057069, , , , , , , 3.7851207, -0.0068818, 3.7851207, 0.0253452, 3.7851207, -0.0317235, 3.7851207, -0.0191348, 3.7851207, -0.0045319, 3.7851207, -0.0471656, , , , , , , , , , , , , , , , , , , , , , 
3.7855862, -0.0038605, 4.2223846, -0.0045319, , , , , , , 3.7855862, -0.0082246, 3.7855862, 0.0283665, 3.7855862, -0.0332341, 3.7855862, -0.0206455, 3.7855862, -0.0031891, 3.7855862, -0.0475013, , , , , , , , , , , , , , , , , , , , , , 
3.7860517, -0.0028534, 4.2229038, -0.0052033, , , , , , , 3.7860517, -0.0082246, 3.7860517, 0.0307164, 3.7860517, -0.0350805, 3.7860517, -0.0199741, 3.7860517, -0.0020142, 3.7860517, -0.0475013, , , , , , , , , , , , , , , , , , , , , , 
3.7865172, -0.0028534, 4.2234231, -0.0035248, , , , , , , 3.7865172, -0.0062104, 3.7865172, 0.0337377, 3.7865172, -0.0347448, 3.7865172, -0.0193027, 3.7865172, -0.0035248, 3.7865172, -0.04448, , , , , , , , , , , , , , , , , , , , , , 
3.7869828, -0.0036927, 4.2239423, -0.0038605, , , , , , , 3.7869828, -0.0041962, 3.7869828, 0.0379339, 3.7869828, -0.033402, 3.7869828, -0.0206455, 3.7869828, -0.005539, 3.7869828, -0.0411231, , , , , , , , , , , , , , , , , , , , , , 
3.7874483, -0.0062104, 4.2244615, -0.005539, , , , , , , 3.7874483, -0.005539, 3.7874483, 0.0424659, 3.7874483, -0.0327306, 3.7874483, -0.0219883, 3.7874483, -0.0065461, 3.7874483, -0.0370947, , , , , , , , , , , , , , , , , , , , , , 
3.7879138, -0.008896, 4.2249808, -0.0048676, , , , , , , 3.7879138, -0.0085603, 3.7879138, 0.0446479, 3.7879138, -0.0317235, 3.7879138, -0.0209812, 3.7879138, -0.0072175, 3.7879138, -0.0340734, , , , , , , , , , , , , , , , , , , , , , 
3.7883793, -0.0092317, 4.2255, -0.0038605, , , , , , , 3.7883793, -0.0102388, 3.7883793, 0.0468299, 3.7883793, -0.030045, 3.7883793, -0.018967, 3.7883793, -0.0080568, 3.7883793, -0.0323949, , , , , , , , , , , , , , , , , , , , , , 
3.7888448, -0.0068818, 4.2260192, -0.0035248, , , , , , , 3.7888448, -0.0095674, 3.7888448, 0.0505226, 3.7888448, -0.030045, 3.7888448, -0.0166171, 3.7888448, -0.0070497, 3.7888448, -0.0313878, , , , , , , , , , , , , , , , , , , , , , 
3.7893103, -0.005539, 4.2265385, -0.0031891, , , , , , , 3.7893103, -0.0092317, 3.7893103, 0.0535439, 3.7893103, -0.0297093, 3.7893103, -0.0129244, 3.7893103, -0.0052033, 3.7893103, -0.0297093, , , , , , , , , , , , , , , , , , , , , , 
3.7897759, -0.0075532, 4.2270577, -0.0062104, , , , , , , 3.7897759, -0.0102388, 3.7897759, 0.0558938, 3.7897759, -0.030045, 3.7897759, -0.0099031, 3.7897759, -0.0035248, 3.7897759, -0.0263523, , , , , , , , , , , , , , , , , , , , , , 
3.7902414, -0.0109102, 4.2275769, -0.0132601, , , , , , , 3.7902414, -0.0109102, 3.7902414, 0.0575723, 3.7902414, -0.0310521, 3.7902414, -0.0109102, 3.7902414, -0.0043641, 3.7902414, -0.023331, , , , , , , , , , , , , , , , , , , , , , 
3.7907069, -0.0139315, 4.2280962, -0.0186313, , , , , , , 3.7907069, -0.0109102, 3.7907069, 0.0594186, 3.7907069, -0.0310521, 3.7907069, -0.0142672, 3.7907069, -0.0058747, 3.7907069, -0.0236667, , , , , , , , , , , , , , , , , , , , , , 
3.7911724, -0.0142672, 4.2286154, -0.0213169, , , , , , , 3.7911724, -0.0099031, 3.7911724, 0.061265, 3.7911724, -0.0307164, 3.7911724, -0.0182956, 3.7911724, -0.0072175, 3.7911724, -0.0224918, , , , , , , , , , , , , , , , , , , , , , 
3.7916379, -0.0125887, 4.2291346, -0.0246738, , , , , , , 3.7916379, -0.0099031, 3.7916379, 0.0636149, 3.7916379, -0.0310521, 3.7916379, -0.0203098, 3.7916379, -0.0062104, 3.7916379, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
3.7921034, -0.0102388, 4.2296538, -0.0276951, , , , , , , 3.7921034, -0.0102388, 3.7921034, 0.0647898, 3.7921034, -0.0303807, 3.7921034, -0.0176242, 3.7921034, -0.0052033, 3.7921034, -0.0109102, , , , , , , , , , , , , , , , , , , , , , 
3.792569, -0.0085603, 4.2301731, -0.0290379, , , , , , , 3.792569, -0.0097353, 3.792569, 0.0651255, 3.792569, -0.0297093, 3.792569, -0.0159457, 3.792569, -0.0041962, 3.792569, -0.0068818, , , , , , , , , , , , , , , , , , , , , , 
3.7930345, -0.0062104, 4.2306923, -0.027863, , , , , , , 3.7930345, -0.0102388, 3.7930345, 0.0656291, 3.7930345, -0.0293736, 3.7930345, -0.0179599, 3.7930345, -0.0035248, 3.7930345, -0.0048676, , , , , , , , , , , , , , , , , , , , , , 
3.7935, -0.0045319, 4.2312115, -0.0256809, , , , , , , 3.7935, -0.011078, 3.7935, 0.0673075, 3.7935, -0.0305486, 3.7935, -0.0182956, 3.7935, -0.0041962, 3.7935, -0.0045319, , , , , , , , , , , , , , , , , , , , , , 
3.7939655, -0.0041962, 4.2317308, -0.0236667, , , , , , , 3.7939655, -0.012253, 3.7939655, 0.0681468, 3.7939655, -0.0318914, 3.7939655, -0.0152743, 3.7939655, -0.0048676, 3.7939655, -0.0045319, , , , , , , , , , , , , , , , , , , , , , 
3.794431, -0.0058747, 4.23225, -0.0216526, , , , , , , 3.794431, -0.0125887, 3.794431, 0.0676432, 3.794431, -0.0328985, 3.794431, -0.0129244, 3.794431, -0.0045319, 3.794431, -0.0041962, , , , , , , , , , , , , , , , , , , , , , 
3.7948966, -0.0078889, 4.2327692, -0.0216526, , , , , , , 3.7948966, -0.0129244, 3.7948966, 0.0666361, 3.7948966, -0.0325628, 3.7948966, -0.0112459, 3.7948966, -0.0038605, 3.7948966, -0.002182, , , , , , , , , , , , , , , , , , , , , , 
3.7953621, -0.0083925, 4.2332885, -0.0196384, , , , , , , 3.7953621, -0.0135958, 3.7953621, 0.0676432, 3.7953621, -0.0313878, 3.7953621, -0.0082246, 3.7953621, -0.0048676, 3.7953621, -0.0001678, , , , , , , , , , , , , , , , , , , , , , 
3.7958276, -0.0072175, 4.2338077, -0.0129244, , , , , , , 3.7958276, -0.0129244, 3.7958276, 0.0674754, 3.7958276, -0.030045, 3.7958276, -0.0045319, 3.7958276, -0.005539, 3.7958276, 0.0011749, , , , , , , , , , , , , , , , , , , , , , 
3.7962931, -0.0062104, 4.2343269, -0.0062104, , , , , , , 3.7962931, -0.0102388, 3.7962931, 0.0652934, 3.7962931, -0.0287022, 3.7962931, -0.0031891, 3.7962931, -0.0050355, 3.7962931, 0.0028534, , , , , , , , , , , , , , , , , , , , , , 
3.7967586, -0.005539, 4.2348462, -0.0028534, , , , , , , 3.7967586, -0.0080568, 3.7967586, 0.0629435, 3.7967586, -0.0270237, 3.7967586, -0.0041962, 3.7967586, -0.0050355, 3.7967586, 0.0038605, , , , , , , , , , , , , , , , , , , , , , 
3.7972241, -0.005539, 4.2353654, -0.0035248, , , , , , , 3.7972241, -0.0075532, 3.7972241, 0.0609293, 3.7972241, -0.0265202, 3.7972241, -0.0065461, 3.7972241, -0.0048676, 3.7972241, 0.0031891, , , , , , , , , , , , , , , , , , , , , , 
3.7976897, -0.0052033, 4.2358846, -0.0028534, , , , , , , 3.7976897, -0.0082246, 3.7976897, 0.0594186, 3.7976897, -0.0263523, 3.7976897, -0.010071, 3.7976897, -0.0031891, 3.7976897, 0.0011749, , , , , , , , , , , , , , , , , , , , , , 
3.7981552, -0.0035248, 4.2364038, -0.0015106, , , , , , , 3.7981552, -0.0087282, 3.7981552, 0.0585794, 3.7981552, -0.0253452, 3.7981552, -0.0137636, 3.7981552, -0.0015106, 3.7981552, -0.0016785, , , , , , , , , , , , , , , , , , , , , , 
3.7986207, -0.0015106, 4.2369231, -0.0023499, , , , , , , 3.7986207, -0.0095674, 3.7986207, 0.0585794, 3.7986207, -0.0243381, 3.7986207, -0.0172885, 3.7986207, -0.0018463, 3.7986207, -0.0045319, , , , , , , , , , , , , , , , , , , , , , 
3.7990862, -0.0001678, 4.2374423, -0.0031891, , , , , , , 3.7990862, -0.012253, 3.7990862, 0.0575723, 3.7990862, -0.0250095, 3.7990862, -0.0182956, 3.7990862, -0.002182, 3.7990862, -0.0068818, , , , , , , , , , , , , , , , , , , , , , 
3.7995517, -0.0011749, 4.2379615, -0.0041962, , , , , , , 3.7995517, -0.0132601, 3.7995517, 0.0552224, 3.7995517, -0.0265202, 3.7995517, -0.018967, 3.7995517, -0.0023499, 3.7995517, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
3.8000172, -0.0038605, 4.2384808, -0.0058747, , , , , , , 3.8000172, -0.0135958, 3.8000172, 0.0522011, 3.8000172, -0.0293736, 3.8000172, -0.0216526, 3.8000172, -0.0018463, 3.8000172, -0.0132601, , , , , , , , , , , , , , , , , , , , , , 
3.8004828, -0.0068818, 4.239, -0.0072175, , , , , , , 3.8004828, -0.012253, 3.8004828, 0.0500191, 3.8004828, -0.0293736, 3.8004828, -0.0243381, 3.8004828, -0.0005035, 3.8004828, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
3.8009483, -0.0095674, 4.2395192, -0.0082246, , , , , , , 3.8009483, -0.0115816, 3.8009483, 0.0473335, 3.8009483, -0.0283665, 3.8009483, -0.0260166, 3.8009483, 0.0011749, 3.8009483, -0.0204776, , , , , , , , , , , , , , , , , , , , , , 
3.8014138, -0.0085603, 4.2400385, -0.0095674, , , , , , , 3.8014138, -0.012253, 3.8014138, 0.0448157, 3.8014138, -0.0276951, 3.8014138, -0.0253452, 3.8014138, 0.002182, 3.8014138, -0.0191348, , , , , , , , , , , , , , , , , , , , , , 
3.8018793, -0.0070497, 4.2405577, -0.0112459, , , , , , , 3.8018793, -0.0146029, 3.8018793, 0.0431373, 3.8018793, -0.0273594, 3.8018793, -0.0250095, 3.8018793, 0.0011749, 3.8018793, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
3.8023448, -0.005539, 4.2410769, -0.0109102, , , , , , , 3.8023448, -0.0166171, 3.8023448, 0.0414588, 3.8023448, -0.0273594, 3.8023448, -0.0236667, 3.8023448, 0.0001678, 3.8023448, -0.0206455, , , , , , , , , , , , , , , , , , , , , , 
3.8028103, -0.0052033, 4.2415962, -0.0092317, , , , , , , 3.8028103, -0.017792, 3.8028103, 0.0407874, 3.8028103, -0.0260166, 3.8028103, -0.023331, 3.8028103, -0.0001678, 3.8028103, -0.0263523, , , , , , , , , , , , , , , , , , , , , , 
3.8032759, -0.0070497, 4.2421154, -0.0102388, , , , , , , 3.8032759, -0.0182956, 3.8032759, 0.0407874, 3.8032759, -0.0265202, 3.8032759, -0.026688, 3.8032759, -0.0011749, 3.8032759, -0.030045, , , , , , , , , , , , , , , , , , , , , , 
3.8037414, -0.0104067, 4.2426346, -0.0129244, , , , , , , 3.8037414, -0.0176242, 3.8037414, 0.0394446, 3.8037414, -0.0270237, 3.8037414, -0.033402, 3.8037414, -0.002182, 3.8037414, -0.0310521, , , , , , , , , , , , , , , , , , , , , , 
3.8042069, -0.0149386, 4.2431538, -0.0129244, , , , , , , 3.8042069, -0.0149386, 3.8042069, 0.0350805, 3.8042069, -0.0265202, 3.8042069, -0.0397803, 3.8042069, -0.0036927, 3.8042069, -0.0298772, , , , , , , , , , , , , , , , , , , , , , 
3.8046724, -0.0182956, 4.2436731, -0.0119173, , , , , , , 3.8046724, -0.0135958, 3.8046724, 0.0317235, 3.8046724, -0.0251774, 3.8046724, -0.0453193, 3.8046724, -0.005539, 3.8046724, -0.0276951, , , , , , , , , , , , , , , , , , , , , , 
3.8051379, -0.0186313, 4.2441923, -0.012253, , , , , , , 3.8051379, -0.0137636, 3.8051379, 0.0297093, 3.8051379, -0.0253452, 3.8051379, -0.0464942, 3.8051379, -0.0068818, 3.8051379, -0.0270237, , , , , , , , , , , , , , , , , , , , , , 
3.8056034, -0.0186313, 4.2447115, -0.0117494, , , , , , , 3.8056034, -0.0149386, 3.8056034, 0.0292058, 3.8056034, -0.0270237, 3.8056034, -0.0428016, 3.8056034, -0.0082246, 3.8056034, -0.0280308, , , , , , , , , , , , , , , , , , , , , , 
3.806069, -0.0199741, 4.2452308, -0.010071, , , , , , , 3.806069, -0.0149386, 3.806069, 0.0280308, 3.806069, -0.0280308, 3.806069, -0.0397803, 3.806069, -0.008896, 3.806069, -0.0285344, , , , , , , , , , , , , , , , , , , , , , 
3.8065345, -0.0226596, 4.24575, -0.0095674, , , , , , , 3.8065345, -0.0152743, 3.8065345, 0.0280308, 3.8065345, -0.0290379, 3.8065345, -0.0391089, 3.8065345, -0.0095674, 3.8065345, -0.0283665, , , , , , , , , , , , , , , , , , , , , , 
3.807, -0.0229953, 4.2462692, -0.0095674, , , , , , , 3.807, -0.0162814, 3.807, 0.0283665, 3.807, -0.0293736, 3.807, -0.0392767, 3.807, -0.0085603, 3.807, -0.0256809, , , , , , , , , , , , , , , , , , , , , , 
3.8074655, -0.0223239, 4.2467885, -0.011078, , , , , , , 3.8074655, -0.01561, 3.8074655, 0.0280308, 3.8074655, -0.0288701, 3.8074655, -0.0397803, 3.8074655, -0.0072175, 3.8074655, -0.0234989, , , , , , , , , , , , , , , , , , , , , , 
3.807931, -0.0238346, 4.2473077, -0.0099031, , , , , , , 3.807931, -0.0142672, 3.807931, 0.026688, 3.807931, -0.0276951, 3.807931, -0.040116, 3.807931, -0.0072175, 3.807931, -0.0248417, , , , , , , , , , , , , , , , , , , , , , 
3.8083966, -0.0270237, 4.2478269, -0.005539, , , , , , , 3.8083966, -0.0129244, 3.8083966, 0.0263523, 3.8083966, -0.0283665, 3.8083966, -0.0404517, 3.8083966, -0.0070497, 3.8083966, -0.0260166, , , , , , , , , , , , , , , , , , , , , , 
3.8088621, -0.0303807, 4.2483462, -0.002182, , , , , , , 3.8088621, -0.0112459, 3.8088621, 0.026688, 3.8088621, -0.0290379, 3.8088621, -0.0382696, 3.8088621, -0.0072175, 3.8088621, -0.0250095, , , , , , , , , , , , , , , , , , , , , , 
3.8093276, -0.0317235, 4.2488654, -0.0041962, , , , , , , 3.8093276, -0.0090639, 3.8093276, 0.0263523, 3.8093276, -0.0293736, 3.8093276, -0.0357519, 3.8093276, -0.0073854, 3.8093276, -0.0223239, , , , , , , , , , , , , , , , , , , , , , 
3.8097931, -0.0303807, 4.2493846, -0.0068818, , , , , , , 3.8097931, -0.0082246, 3.8097931, 0.0253452, 3.8097931, -0.030045, 3.8097931, -0.0337377, 3.8097931, -0.0075532, 3.8097931, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
3.8102586, -0.0283665, 4.2499038, -0.0092317, , , , , , , 3.8102586, -0.0065461, 3.8102586, 0.0229953, 3.8102586, -0.0310521, 3.8102586, -0.0323949, 3.8102586, -0.0077211, 3.8102586, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
3.8107241, -0.0283665, 4.2504231, -0.0109102, , , , , , , 3.8107241, -0.0052033, 3.8107241, 0.0216526, 3.8107241, -0.0310521, 3.8107241, -0.0332341, 3.8107241, -0.0082246, 3.8107241, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
3.8111897, -0.0297093, 4.2509423, -0.012253, , , , , , , 3.8111897, -0.0048676, 3.8111897, 0.0213169, 3.8111897, -0.030045, 3.8111897, -0.0337377, 3.8111897, -0.0070497, 3.8111897, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
3.8116552, -0.0325628, 4.2514615, -0.012253, , , , , , , 3.8116552, -0.0041962, 3.8116552, 0.021149, 3.8116552, -0.0292058, 3.8116552, -0.0327306, 3.8116552, -0.0068818, 3.8116552, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
3.8121207, -0.0354162, 4.2519808, -0.0119173, , , , , , , 3.8121207, -0.0046998, 3.8121207, 0.0209812, 3.8121207, -0.0297093, 3.8121207, -0.0290379, 3.8121207, -0.0062104, 3.8121207, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
3.8125862, -0.0354162, 4.2525, -0.0109102, , , , , , , 3.8125862, -0.0070497, 3.8125862, 0.0213169, 3.8125862, -0.0297093, 3.8125862, -0.0250095, 3.8125862, -0.0057069, 3.8125862, -0.0159457, , , , , , , , , , , , , , , , , , , , , , 
3.8130517, -0.0344091, 4.2530192, -0.0102388, , , , , , , 3.8130517, -0.0082246, 3.8130517, 0.0213169, 3.8130517, -0.0285344, 3.8130517, -0.0219883, 3.8130517, -0.005539, 3.8130517, -0.0135958, , , , , , , , , , , , , , , , , , , , , , 
3.8135172, -0.0337377, 4.2535385, -0.011078, , , , , , , 3.8135172, -0.0068818, 3.8135172, 0.0199741, 3.8135172, -0.0276951, 3.8135172, -0.0229953, 3.8135172, -0.0036927, 3.8135172, -0.0109102, , , , , , , , , , , , , , , , , , , , , , 
3.8139828, -0.0320592, 4.2540577, -0.0132601, , , , , , , 3.8139828, -0.0048676, 3.8139828, 0.0179599, 3.8139828, -0.0276951, 3.8139828, -0.0250095, 3.8139828, -0.0020142, 3.8139828, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
3.8144483, -0.0303807, 4.2545769, -0.0159457, , , , , , , 3.8144483, -0.005539, 3.8144483, 0.0176242, 3.8144483, -0.0283665, 3.8144483, -0.0256809, 3.8144483, -0.0016785, 3.8144483, -0.0048676, , , , , , , , , , , , , , , , , , , , , , 
3.8149138, -0.0285344, 4.2550962, -0.0172885, , , , , , , 3.8149138, -0.0078889, 3.8149138, 0.0186313, 3.8149138, -0.0287022, 3.8149138, -0.0253452, 3.8149138, -0.0035248, 3.8149138, -0.0028534, , , , , , , , , , , , , , , , , , , , , , 
