Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:07:04 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , 
4.7557241, -0.0810712, , , , , , , , , 4.7557241, -0.0115816, 4.7557241, -0.1220264, 4.7557241, 0, 4.7557241, -0.1163195, 4.7557241, 0.0005035, 4.7557241, -0.0162814, , , , , , , 
4.7561897, -0.0874495, , , , , , , , , 4.7561897, -0.0109102, 4.7561897, -0.1289082, 4.7561897, 0, 4.7561897, -0.0944991, 4.7561897, 0.0045319, 4.7561897, -0.01561, , , , , , , 
4.7566552, -0.0914778, , , , , , , , , 4.7566552, -0.0104067, 4.7566552, -0.1346151, 4.7566552, 0, 4.7566552, -0.0733501, 4.7566552, 0.0050355, 4.7566552, -0.014435, , , , , , , 
4.7571207, -0.0924849, , , , , , , , , 4.7571207, -0.0105745, 4.7571207, -0.1384756, 4.7571207, 0, 4.7571207, -0.051194, 4.7571207, 0.0038605, 4.7571207, -0.0135958, , , , , , , 
4.7575862, -0.0948348, , , , , , , , , 4.7575862, -0.0105745, 4.7575862, -0.1413291, 4.7575862, 0, 4.7575862, -0.0287022, 4.7575862, 0.0031891, 4.7575862, -0.0135958, , , , , , , 
4.7580517, -0.096849, , , , , , , , , 4.7580517, -0.0112459, 4.7580517, -0.1438468, 4.7580517, 0, 4.7580517, -0.0072175, 4.7580517, 0.0035248, 4.7580517, -0.0146029, , , , , , , 
4.7585172, -0.0971847, , , , , , , , , 4.7585172, -0.0124208, 4.7585172, -0.1465324, 4.7585172, 0, 4.7585172, 0.0105745, 4.7585172, 0.0031891, 4.7585172, -0.0151064, , , , , , , 
4.7589828, -0.0958419, , , , , , , , , 4.7589828, -0.0125887, 4.7589828, -0.1468681, 4.7589828, 0, 4.7589828, 0.0261845, 4.7589828, 0.0018463, 4.7589828, -0.0142672, , , , , , , 
4.7594483, -0.0948348, , , , , , , , , 4.7594483, -0.0109102, 4.7594483, -0.1472038, 4.7594483, 0, 4.7594483, 0.0421302, 4.7594483, -0.0003357, 4.7594483, -0.0130922, , , , , , , 
4.7599138, -0.0955062, , , , , , , , , 4.7599138, -0.0085603, 4.7599138, -0.1468681, 4.7599138, 0, 4.7599138, 0.0592508, 4.7599138, -0.0008392, 4.7599138, -0.0129244, , , , , , , 
4.7603793, -0.0958419, , , , , , , , , 4.7603793, -0.0080568, 4.7603793, -0.1438468, 4.7603793, 0, 4.7603793, 0.0740215, 4.7603793, 0.0011749, 4.7603793, -0.0137636, , , , , , , 
4.7608448, -0.093492, , , , , , , , , 4.7608448, -0.0095674, 4.7608448, -0.1378042, 4.7608448, 0, 4.7608448, 0.0871138, 4.7608448, 0.0023499, 4.7608448, -0.0149386, , , , , , , 
4.7613103, -0.0918135, , , , , , , , , 4.7613103, -0.0109102, 4.7613103, -0.1304189, 4.7613103, 0, 4.7613103, 0.1005417, 4.7613103, 0.0030213, 4.7613103, -0.0149386, , , , , , , 
4.7617759, -0.0911421, , , , , , , , , 4.7617759, -0.0115816, 4.7617759, -0.1198444, 4.7617759, 0, 4.7617759, 0.1129625, 4.7617759, 0.0016785, 4.7617759, -0.0146029, , , , , , , 
4.7622414, -0.0889601, , , , , , , , , 4.7622414, -0.0105745, 4.7622414, -0.1075914, 4.7622414, 0, 4.7622414, 0.1238727, 4.7622414, -0.0011749, 4.7622414, -0.0149386, , , , , , , 
4.7627069, -0.0877852, , , , , , , , , 4.7627069, -0.0099031, 4.7627069, -0.0941634, 4.7627069, 0, 4.7627069, 0.1344472, 4.7627069, -0.0058747, 4.7627069, -0.0162814, , , , , , , 
4.7631724, -0.0864424, , , , , , , , , 4.7631724, -0.0109102, 4.7631724, -0.0793927, 4.7631724, 0, 4.7631724, 0.1428397, 4.7631724, -0.0149386, 4.7631724, -0.0172885, , , , , , , 
4.7636379, -0.0840925, , , , , , , , , 4.7636379, -0.011078, 4.7636379, -0.0636149, 4.7636379, 0, 4.7636379, 0.1502251, 4.7636379, -0.0263523, 4.7636379, -0.0191348, , , , , , , 
4.7641034, -0.0797284, , , , , , , , , 4.7641034, -0.0102388, 4.7641034, -0.051194, 4.7641034, 0, 4.7641034, 0.1589532, 4.7641034, -0.0310521, 4.7641034, -0.0206455, , , , , , , 
4.764569, -0.0770428, , , , , , , , , 4.764569, -0.0083925, 4.764569, -0.0424659, 4.764569, 0, 4.764569, 0.1673457, 4.764569, -0.0263523, 4.764569, -0.0203098, , , , , , , 
4.7650345, -0.0753643, , , , , , , , , 4.7650345, -0.0075532, 4.7650345, -0.0381018, 4.7650345, 0, 4.7650345, 0.1730526, 4.7650345, -0.0196384, 4.7650345, -0.018967, , , , , , , 
4.7655, -0.072343, , , , , , , , , 4.7655, -0.0082246, 4.7655, -0.0377661, 4.7655, -0.0276951, 4.7655, 0.1769131, 4.7655, -0.0166171, 4.7655, -0.0186313, , , , , , , 
4.7659655, -0.0699931, , , , , , , , , 4.7659655, -0.0085603, 4.7659655, -0.0374304, 4.7659655, -0.0271916, 4.7659655, 0.1804379, 4.7659655, -0.0172885, 4.7659655, -0.0182956, , , , , , , 
4.766431, -0.0686503, , , , , , , , , 4.766431, -0.0082246, 4.766431, -0.0364233, 4.766431, -0.0276951, 4.766431, 0.1858091, 4.766431, -0.0179599, 4.766431, -0.0184634, , , , , , , 
4.7668966, -0.0659648, , , , , , , , , 4.7668966, -0.0082246, 4.7668966, -0.0399481, 4.7668966, -0.0273594, 4.7668966, 0.1910124, 4.7668966, -0.0169528, 4.7668966, -0.0196384, , , , , , , 
4.7673621, -0.0619364, , , , , , , , , 4.7673621, -0.0075532, 4.7673621, -0.0480049, 4.7673621, -0.0273594, 4.7673621, 0.1938659, 4.7673621, -0.0149386, 4.7673621, -0.0223239, , , , , , , 
4.7678276, -0.0602579, , , , , , , , , 4.7678276, -0.0075532, 4.7678276, -0.054551, 4.7678276, -0.0270237, 4.7678276, 0.1978943, 4.7678276, -0.0139315, 4.7678276, -0.0243381, , , , , , , 
4.7682931, -0.0582437, , , , , , , , , 4.7682931, -0.0082246, 4.7682931, -0.054551, 4.7682931, -0.0256809, 4.7682931, 0.1999084, 4.7682931, -0.0117494, 4.7682931, -0.023331, , , , , , , 
4.7687586, -0.0552224, , , , , , , , , 4.7687586, -0.0065461, 4.7687586, -0.0485084, 4.7687586, -0.0263523, 4.7687586, 0.1999084, 4.7687586, -0.0095674, 4.7687586, -0.0206455, , , , , , , 
4.7692241, -0.051194, , , , , , , , , 4.7692241, -0.0052033, 4.7692241, -0.0372625, 4.7692241, -0.026688, 4.7692241, 0.200412, 4.7692241, -0.0085603, 4.7692241, -0.0193027, , , , , , , 
4.7696897, -0.0475013, , , , , , , , , 4.7696897, -0.0058747, 4.7696897, -0.0229953, 4.7696897, -0.0270237, 4.7696897, 0.202594, 4.7696897, -0.0063783, 4.7696897, -0.018967, , , , , , , 
4.7701552, -0.0451514, , , , , , , , , 4.7701552, -0.008896, 4.7701552, -0.008896, 4.7701552, -0.0268559, 4.7701552, 0.203769, 4.7701552, -0.0028534, 4.7701552, -0.0193027, , , , , , , 
4.7706207, -0.0438087, , , , , , , , , 4.7706207, -0.0102388, 4.7706207, 0.0052033, 4.7706207, -0.0256809, 4.7706207, 0.2029297, 4.7706207, 0.0005035, 4.7706207, -0.0193027, , , , , , , 
4.7710862, -0.0424659, , , , , , , , , 4.7710862, -0.0099031, 4.7710862, 0.0184634, 4.7710862, -0.0246738, 4.7710862, 0.2022583, 4.7710862, 0.0011749, 4.7710862, -0.0182956, , , , , , , 
4.7715517, -0.0417945, , , , , , , , , 4.7715517, -0.0082246, 4.7715517, 0.0273594, 4.7715517, -0.0253452, 4.7715517, 0.2019226, 4.7715517, 0.0011749, 4.7715517, -0.0172885, , , , , , , 
4.7720172, -0.0397803, , , , , , , , , 4.7720172, -0.0078889, 4.7720172, 0.033402, 4.7720172, -0.0256809, 4.7720172, 0.2012512, 4.7720172, 0.0016785, 4.7720172, -0.0169528, , , , , , , 
4.7724828, -0.0391089, , , , , , , , , 4.7724828, -0.0078889, 4.7724828, 0.0384375, 4.7724828, -0.0250095, 4.7724828, 0.2005798, 4.7724828, 0.002182, 4.7724828, -0.0169528, , , , , , , 
4.7729483, -0.0391089, , , , , , , , , 4.7729483, -0.0068818, 4.7729483, 0.0428016, 4.7729483, -0.0265202, 4.7729483, 0.1985657, 4.7729483, 0.0036927, 4.7729483, -0.0176242, , , , , , , 
4.7734138, -0.0374304, , , , , , , , , 4.7734138, -0.0048676, 4.7734138, 0.0441444, 4.7734138, -0.0276951, 4.7734138, 0.1957122, 4.7734138, 0.003357, 4.7734138, -0.0176242, , , , , , , 
4.7738793, -0.0350805, , , , , , , , , 4.7738793, -0.0045319, 4.7738793, 0.043473, 4.7738793, -0.0280308, 4.7738793, 0.191516, 4.7738793, 0.0018463, 4.7738793, -0.0176242, , , , , , , 
4.7743448, -0.0307164, , , , , , , , , 4.7743448, -0.0048676, 4.7743448, 0.043473, 4.7743448, -0.0287022, 4.7743448, 0.1873198, 4.7743448, 0.0001678, 4.7743448, -0.0169528, , , , , , , 
4.7748103, -0.0270237, , , , , , , , , 4.7748103, -0.0043641, 4.7748103, 0.0448157, 4.7748103, -0.0287022, 4.7748103, 0.1851377, 4.7748103, -0.0011749, 4.7748103, -0.0152743, , , , , , , 
4.7752759, -0.0238346, , , , , , , , , 4.7752759, -0.0036927, 4.7752759, 0.0431373, 4.7752759, -0.0280308, 4.7752759, 0.1824521, 4.7752759, -0.0030213, 4.7752759, -0.0142672, , , , , , , 
4.7757414, -0.0193027, , , , , , , , , 4.7757414, -0.0041962, 4.7757414, 0.0387732, 4.7757414, -0.0270237, 4.7757414, 0.1790951, 4.7757414, -0.0041962, 4.7757414, -0.0142672, , , , , , , 
4.7762069, -0.0157778, , , , , , , , , 4.7762069, -0.0041962, 4.7762069, 0.0364233, 4.7762069, -0.0260166, 4.7762069, 0.1754025, 4.7762069, -0.0041962, 4.7762069, -0.0162814, , , , , , , 
4.7766724, -0.0142672, , , , , , , , , 4.7766724, -0.0045319, 4.7766724, 0.0404517, 4.7766724, -0.0270237, 4.7766724, 0.1730526, 4.7766724, -0.0052033, 4.7766724, -0.018967, , , , , , , 
4.7771379, -0.0125887, , , , , , , , , 4.7771379, -0.0048676, 4.7771379, 0.0486763, 4.7771379, -0.0280308, 4.7771379, 0.1696956, 4.7771379, -0.0068818, 4.7771379, -0.0213169, , , , , , , 
4.7776034, -0.0095674, , , , , , , , , 4.7776034, -0.0041962, 4.7776034, 0.0542153, 4.7776034, -0.0283665, 4.7776034, 0.1641566, 4.7776034, -0.0082246, 4.7776034, -0.0229953, , , , , , , 
4.778069, -0.0083925, , , , , , , , , 4.778069, -0.0028534, 4.778069, 0.0508583, 4.778069, -0.0285344, 4.778069, 0.1572747, 4.778069, -0.0078889, 4.778069, -0.0250095, , , , , , , 
4.7785345, -0.008896, , , , , , , , , 4.7785345, -0.0016785, 4.7785345, 0.0396124, 4.7785345, -0.0285344, 4.7785345, 0.1505608, 4.7785345, -0.0082246, 4.7785345, -0.0265202, , , , , , , 
4.779, -0.0057069, , , , , , , , , 4.779, -0.0025177, 4.779, 0.0276951, 4.779, -0.0287022, 4.779, 0.1465324, 4.779, -0.0075532, 4.779, -0.0270237, , , , , , , 
4.7794655, -0.0001678, , , , , , , , , 4.7794655, -0.0041962, 4.7794655, 0.021149, 4.7794655, -0.0283665, 4.7794655, 0.1426719, 4.7794655, -0.0068818, 4.7794655, -0.0271916, , , , , , , 
4.779931, 0.0038605, , , , , , , , , 4.779931, -0.0041962, 4.779931, 0.0162814, 4.779931, -0.0283665, 4.779931, 0.1361257, 4.779931, -0.0075532, 4.779931, -0.0273594, , , , , , , 
4.7803966, 0.0075532, , , , , , , , , 4.7803966, -0.0038605, 4.7803966, 0.008896, 4.7803966, -0.0292058, 4.7803966, 0.1300832, 4.7803966, -0.0072175, 4.7803966, -0.0283665, , , , , , , 
4.7808621, 0.0115816, , , , , , , , , 4.7808621, -0.0050355, 4.7808621, -0.002182, 4.7808621, -0.0303807, 4.7808621, 0.1253834, 4.7808621, -0.0068818, 4.7808621, -0.0275273, , , , , , , 
4.7813276, 0.0135958, , , , , , , , , 4.7813276, -0.0072175, 4.7813276, -0.012253, 4.7813276, -0.0310521, 4.7813276, 0.1186694, 4.7813276, -0.0062104, 4.7813276, -0.0253452, , , , , , , 
4.7817931, 0.0135958, , , , , , , , , 4.7817931, -0.0082246, 4.7817931, -0.0181277, 4.7817931, -0.0303807, 4.7817931, 0.1126268, 4.7817931, -0.0050355, 4.7817931, -0.0216526, , , , , , , 
4.7822586, 0.0146029, , , , , , , , , 4.7822586, -0.0075532, 4.7822586, -0.0209812, 4.7822586, -0.0292058, 4.7822586, 0.1085985, 4.7822586, -0.0036927, 4.7822586, -0.0182956, , , , , , , 
4.7827241, 0.0159457, , , , , , , , , 4.7827241, -0.0068818, 4.7827241, -0.024506, 4.7827241, -0.030045, 4.7827241, 0.1038987, 4.7827241, -0.0036927, 4.7827241, -0.0167849, , , , , , , 
4.7831897, 0.0146029, , , , , , , , , 4.7831897, -0.0075532, 4.7831897, -0.0310521, 4.7831897, -0.030045, 4.7831897, 0.098024, 4.7831897, -0.0041962, 4.7831897, -0.01561, , , , , , , 
4.7836552, 0.0119173, , , , , , , , , 4.7836552, -0.0082246, 4.7836552, -0.0381018, 4.7836552, -0.0290379, 4.7836552, 0.0908064, 4.7836552, -0.0041962, 4.7836552, -0.0157778, , , , , , , 
4.7841207, 0.0112459, , , , , , , , , 4.7841207, -0.0085603, 4.7841207, -0.0428016, 4.7841207, -0.027863, 4.7841207, 0.0827497, 4.7841207, -0.0041962, 4.7841207, -0.0157778, , , , , , , 
4.7845862, 0.0135958, , , , , , , , , 4.7845862, -0.0099031, 4.7845862, -0.0458228, 4.7845862, -0.0283665, 4.7845862, 0.0753643, 4.7845862, -0.0048676, 4.7845862, -0.0162814, , , , , , , 
4.7850517, 0.0159457, , , , , , , , , 4.7850517, -0.0105745, 4.7850517, -0.047837, 4.7850517, -0.030045, 4.7850517, 0.0713359, 4.7850517, -0.0050355, 4.7850517, -0.0169528, , , , , , , 
4.7855172, 0.0159457, , , , , , , , , 4.7855172, -0.0105745, 4.7855172, -0.0501869, 4.7855172, -0.0303807, 4.7855172, 0.0664683, 4.7855172, -0.0062104, 4.7855172, -0.0182956, , , , , , , 
4.7859828, 0.0146029, , , , , , , , , 4.7859828, -0.0105745, 4.7859828, -0.0525368, 4.7859828, -0.0303807, 4.7859828, 0.0629435, 4.7859828, -0.0068818, 4.7859828, -0.0182956, , , , , , , 
4.7864483, 0.0112459, , , , , , , , , 4.7864483, -0.0102388, 4.7864483, -0.0532082, 4.7864483, -0.0303807, 4.7864483, 0.0582437, 4.7864483, -0.0058747, 4.7864483, -0.0182956, , , , , , , 
4.7869138, 0.0078889, , , , , , , , , 4.7869138, -0.008896, 4.7869138, -0.054551, 4.7869138, -0.0303807, 4.7869138, 0.0525368, 4.7869138, -0.005539, 4.7869138, -0.0182956, , , , , , , 
4.7873793, 0.0045319, , , , , , , , , 4.7873793, -0.0072175, 4.7873793, -0.0565652, 4.7873793, -0.0297093, 4.7873793, 0.0459907, 4.7873793, -0.0038605, 4.7873793, -0.0171206, , , , , , , 
4.7878448, 0.0003357, , , , , , , , , 4.7878448, -0.0072175, 4.7878448, -0.0599222, 4.7878448, -0.0287022, 4.7878448, 0.0399481, 4.7878448, -0.0025177, 4.7878448, -0.0167849, , , , , , , 
4.7883103, -0.0031891, , , , , , , , , 4.7883103, -0.0082246, 4.7883103, -0.0619364, 4.7883103, -0.0290379, 4.7883103, 0.0362554, 4.7883103, -0.0028534, 4.7883103, -0.0149386, , , , , , , 
4.7887759, -0.0048676, , , , , , , , , 4.7887759, -0.0092317, 4.7887759, -0.0626078, 4.7887759, -0.0303807, 4.7887759, 0.0342412, 4.7887759, -0.0035248, 4.7887759, -0.0139315, , , , , , , 
4.7892414, -0.0052033, , , , , , , , , 4.7892414, -0.0102388, 4.7892414, -0.0622721, 4.7892414, -0.0297093, 4.7892414, 0.0313878, 4.7892414, -0.0028534, 4.7892414, -0.014435, , , , , , , 
4.7897069, -0.0085603, , , , , , , , , 4.7897069, -0.0115816, 4.7897069, -0.057908, 4.7897069, -0.0293736, 4.7897069, 0.026688, 4.7897069, -0.0010071, 4.7897069, -0.0149386, , , , , , , 
4.7901724, -0.0146029, , , , , , , , , 4.7901724, -0.0129244, 4.7901724, -0.0532082, 4.7901724, -0.0297093, 4.7901724, 0.0223239, 4.7901724, 0.0011749, 4.7901724, -0.01561, , , , , , , 
4.7906379, -0.0206455, , , , , , , , , 4.7906379, -0.0125887, 4.7906379, -0.0491798, 4.7906379, -0.0293736, 4.7906379, 0.0199741, 4.7906379, 0.002182, 4.7906379, -0.01561, , , , , , , 
4.7911034, -0.0263523, , , , , , , , , 4.7911034, -0.0129244, 4.7911034, -0.0438087, 4.7911034, -0.0293736, 4.7911034, 0.0199741, 4.7911034, 0.0028534, 4.7911034, -0.0149386, , , , , , , 
4.791569, -0.0310521, , , , , , , , , 4.791569, -0.0125887, 4.791569, -0.0377661, 4.791569, -0.0297093, 4.791569, 0.0196384, 4.791569, 0.0028534, 4.791569, -0.0151064, , , , , , , 
4.7920345, -0.0350805, , , , , , , , , 4.7920345, -0.0112459, 4.7920345, -0.0342412, 4.7920345, -0.0292058, 4.7920345, 0.0176242, 4.7920345, 0.0025177, 4.7920345, -0.0159457, , , , , , , 
4.7925, -0.0381018, , , , , , , , , 4.7925, -0.0105745, 4.7925, -0.0323949, 4.7925, 0, 4.7925, 0.0146029, 4.7925, 0.002182, 4.7925, -0.0166171, , , , , , , 
4.7929655, -0.0411231, , , , , , , , , 4.7929655, -0.0109102, 4.7929655, -0.0307164, 4.7929655, 0, 4.7929655, 0.0112459, 4.7929655, 0.0011749, 4.7929655, -0.0166171, , , , , , , 
4.793431, -0.0424659, , , , , , , , , 4.793431, -0.012253, 4.793431, -0.0276951, 4.793431, 0, 4.793431, 0.008896, 4.793431, 0.0015106, 4.793431, -0.0164492, , , , , , , 
4.7938966, -0.0417945, , , , , , , , , 4.7938966, -0.0129244, 4.7938966, -0.0243381, 4.7938966, 0, 4.7938966, 0.0075532, 4.7938966, 0.002182, 4.7938966, -0.0186313, , , , , , , 
4.7943621, -0.0404517, , , , , , , , , 4.7943621, -0.0115816, 4.7943621, -0.0196384, 4.7943621, 0, 4.7943621, 0.0062104, 4.7943621, 0.002182, 4.7943621, -0.0206455, , , , , , , 
4.7948276, -0.0384375, , , , , , , , , 4.7948276, -0.0102388, 4.7948276, -0.0152743, 4.7948276, 0, 4.7948276, 0.0030213, 4.7948276, 0.0031891, 4.7948276, -0.0199741, , , , , , , 
4.7952931, -0.036759, , , , , , , , , 4.7952931, -0.0095674, 4.7952931, -0.012253, 4.7952931, 0, 4.7952931, -0.0001678, 4.7952931, 0.0025177, 4.7952931, -0.0182956, , , , , , , 
4.7957586, -0.0357519, , , , , , , , , 4.7957586, -0.0085603, 4.7957586, -0.0102388, 4.7957586, 0, 4.7957586, -0.0035248, 4.7957586, 0.0016785, 4.7957586, -0.0159457, , , , , , , 
4.7962241, -0.0347448, , , , , , , , , 4.7962241, -0.0082246, 4.7962241, -0.0078889, 4.7962241, 0, 4.7962241, -0.0062104, 4.7962241, 0.0008392, 4.7962241, -0.0152743, , , , , , , 
4.7966897, -0.0310521, , , , , , , , , 4.7966897, -0.0095674, 4.7966897, -0.0048676, 4.7966897, 0, 4.7966897, -0.0072175, 4.7966897, 0.0015106, 4.7966897, -0.0162814, , , , , , , 
4.7971552, -0.0246738, , , , , , , , , 4.7971552, -0.0099031, 4.7971552, 0.0010071, 4.7971552, 0, 4.7971552, -0.0065461, 4.7971552, 0.0018463, 4.7971552, -0.0169528, , , , , , , 
4.7976207, -0.018967, , , , , , , , , 4.7976207, -0.0092317, 4.7976207, 0.0072175, 4.7976207, 0, 4.7976207, -0.0038605, 4.7976207, 0.0016785, 4.7976207, -0.0171206, , , , , , , 
4.7980862, -0.0142672, , , , , , , , , 4.7980862, -0.008896, 4.7980862, 0.0112459, 4.7980862, 0, 4.7980862, -0.0023499, 4.7980862, 0.0011749, 4.7980862, -0.01561, , , , , , , 
4.7985517, -0.0104067, , , , , , , , , 4.7985517, -0.0092317, 4.7985517, 0.0151064, 4.7985517, 0, 4.7985517, -0.0015106, 4.7985517, 0.0005035, 4.7985517, -0.0151064, , , , , , , 
4.7990172, -0.0068818, , , , , , , , , 4.7990172, -0.008896, 4.7990172, 0.0194705, 4.7990172, 0, 4.7990172, -0.0011749, 4.7990172, 0.0005035, 4.7990172, -0.0162814, , , , , , , 
4.7994828, -0.0058747, , , , , , , , , 4.7994828, -0.0090639, 4.7994828, 0.0213169, 4.7994828, 0, 4.7994828, -0.0010071, 4.7994828, 0.0011749, 4.7994828, -0.0176242, , , , , , , 
4.7999483, -0.0078889, , , , , , , , , 4.7999483, -0.0102388, 4.7999483, 0.023331, 4.7999483, 0, 4.7999483, 0.0011749, 4.7999483, 0.0006714, 4.7999483, -0.0179599, , , , , , , 
4.8004138, -0.0078889, , , , , , , , , 4.8004138, -0.0115816, 4.8004138, 0.0253452, 4.8004138, 0, 4.8004138, 0.0025177, 4.8004138, 0.0008392, 4.8004138, -0.0176242, , , , , , , 
4.8008793, -0.0062104, , , , , , , , , 4.8008793, -0.012253, 4.8008793, 0.0270237, 4.8008793, 0, 4.8008793, 0.0036927, 4.8008793, 0.0011749, 4.8008793, -0.018967, , , , , , , 
4.8013448, -0.0041962, , , , , , , , , 4.8013448, -0.0112459, 4.8013448, 0.0280308, 4.8013448, 0, 4.8013448, 0.0035248, 4.8013448, 0.0011749, 4.8013448, -0.0191348, , , , , , , 
4.8018103, -0.0008392, , , , , , , , , 4.8018103, -0.011078, 4.8018103, 0.0313878, 4.8018103, 0, 4.8018103, 0.0025177, 4.8018103, -0.0001678, 4.8018103, -0.0176242, , , , , , , 
4.8022759, 0.0011749, , , , , , , , , 4.8022759, -0.0125887, 4.8022759, 0.0359197, 4.8022759, 0, 4.8022759, 0.0011749, 4.8022759, -0.0025177, 4.8022759, -0.0169528, , , , , , , 
4.8027414, 0.0018463, , , , , , , , , 4.8027414, -0.0135958, 4.8027414, 0.0374304, 4.8027414, 0, 4.8027414, 0.0005035, 4.8027414, -0.0031891, 4.8027414, -0.0164492, , , , , , , 
4.8032069, 0.0011749, , , , , , , , , 4.8032069, -0.0135958, 4.8032069, 0.0381018, 4.8032069, 0, 4.8032069, 0.0031891, 4.8032069, -0.0028534, 4.8032069, -0.0166171, , , , , , , 
4.8036724, 0.0015106, , , , , , , , , 4.8036724, -0.014435, 4.8036724, 0.0392767, 4.8036724, 0, 4.8036724, 0.0070497, 4.8036724, -0.0015106, 4.8036724, -0.0166171, , , , , , , 
4.8041379, 0.0016785, , , , , , , , , 4.8041379, -0.0152743, 4.8041379, 0.040116, 4.8041379, 0, 4.8041379, 0.0095674, 4.8041379, -0.0001678, 4.8041379, -0.0164492, , , , , , , 
4.8046034, 0.0011749, , , , , , , , , 4.8046034, -0.0139315, 4.8046034, 0.0381018, 4.8046034, 0, 4.8046034, 0.0105745, 4.8046034, -0.0001678, 4.8046034, -0.0169528, , , , , , , 
4.805069, -0.0005035, , , , , , , , , 4.805069, -0.012253, 4.805069, 0.0370947, 4.805069, 0, 4.805069, 0.0112459, 4.805069, -0.002182, 4.805069, -0.0169528, , , , , , , 
4.8055345, -0.0016785, , , , , , , , , 4.8055345, -0.012253, 4.8055345, 0.0377661, 4.8055345, 0, 4.8055345, 0.0112459, 4.8055345, -0.0052033, 4.8055345, -0.0162814, , , , , , , 
4.806, 0.0011749, , , , , , , , , 4.806, -0.0125887, 4.806, 0.0404517, 4.806, -0.0283665, 4.806, 0.0109102, 4.806, -0.0072175, 4.806, -0.0162814, , , , , , , 
4.8064655, 0.0052033, , , , , , , , , 4.8064655, -0.0112459, 4.8064655, 0.0438087, 4.8064655, -0.0283665, 4.8064655, 0.0119173, 4.8064655, -0.0082246, 4.8064655, -0.0182956, , , , , , , 
4.806931, 0.0075532, , , , , , , , , 4.806931, -0.0102388, 4.806931, 0.0451514, 4.806931, -0.0280308, 4.806931, 0.0146029, 4.806931, -0.0082246, 4.806931, -0.0209812, , , , , , , 
4.8073966, 0.008896, , , , , , , , , 4.8073966, -0.0095674, 4.8073966, 0.043473, 4.8073966, -0.0275273, 4.8073966, 0.0142672, 4.8073966, -0.0078889, 4.8073966, -0.0216526, , , , , , , 
4.8078621, 0.012253, , , , , , , , , 4.8078621, -0.0082246, 4.8078621, 0.0428016, 4.8078621, -0.0263523, 4.8078621, 0.0119173, 4.8078621, -0.0102388, 4.8078621, -0.0194705, , , , , , , 
4.8083276, 0.0203098, , , , , , , , , 4.8083276, -0.0077211, 4.8083276, 0.0438087, 4.8083276, -0.0250095, 4.8083276, 0.0124208, 4.8083276, -0.0146029, 4.8083276, -0.017792, , , , , , , 
4.8087931, 0.0293736, , , , , , , , , 4.8087931, -0.0082246, 4.8087931, 0.047837, 4.8087931, -0.024506, 4.8087931, 0.01561, 4.8087931, -0.0162814, 4.8087931, -0.0149386, , , , , , , 
4.8092586, 0.0359197, , , , , , , , , 4.8092586, -0.0085603, 4.8092586, 0.0522011, 4.8092586, -0.0255131, 4.8092586, 0.0179599, 4.8092586, -0.01561, 4.8092586, -0.0129244, , , , , , , 
4.8097241, 0.0394446, , , , , , , , , 4.8097241, -0.0078889, 4.8097241, 0.0557259, 4.8097241, -0.0258488, 4.8097241, 0.0172885, 4.8097241, -0.0142672, 4.8097241, -0.0125887, , , , , , , 
4.8101897, 0.0428016, , , , , , , , , 4.8101897, -0.0072175, 4.8101897, 0.0572366, 4.8101897, -0.0256809, 4.8101897, 0.0159457, 4.8101897, -0.0152743, 4.8101897, -0.0125887, , , , , , , 
4.8106552, 0.047837, , , , , , , , , 4.8106552, -0.0075532, 4.8106552, 0.0565652, 4.8106552, -0.0261845, 4.8106552, 0.0152743, 4.8106552, -0.0166171, 4.8106552, -0.0132601, , , , , , , 
4.8111207, 0.0542153, , , , , , , , , 4.8111207, -0.0070497, 4.8111207, 0.0584115, 4.8111207, -0.0270237, 4.8111207, 0.0149386, 4.8111207, -0.0162814, 4.8111207, -0.0142672, , , , , , , 
